,Mun_Ori,Mun_Des,O_long,O_lat,D_long,D_lat,Lat_pueblo_O,Long_pueblo_O,Lat_pueblo_D,Long_pueblo_D
35607,Eibar,Donostia/San Sebastian,-2.466789093518841,43.18559158525092,-1.9808236347289236,43.30447018461625,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35608,Eibar,Donostia/San Sebastian,-2.483749362939184,43.18099619152607,-2.045696008826123,43.30442472907773,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35609,Eibar,Donostia/San Sebastian,-2.469401500695507,43.18152058550114,-1.9829503155895984,43.31896819627387,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35610,Eibar,Donostia/San Sebastian,-2.475076405914561,43.18214794912159,-1.980040824330483,43.316971931844456,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35611,Eibar,Donostia/San Sebastian,-2.4610355505443997,43.188050191806944,-1.9858779114642264,43.2928805988504,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35612,Eibar,Donostia/San Sebastian,-2.474254405186606,43.18335977785606,-1.977813438913866,43.32199908944669,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35613,Eibar,Donostia/San Sebastian,-2.4703384328100766,43.18503664070799,-1.982823063437806,43.32092030089416,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35614,Eibar,Donostia/San Sebastian,-2.468945303751469,43.18394454641116,-1.980611573797821,43.31701251133358,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35615,Eibar,Donostia/San Sebastian,-2.473859134422788,43.18088720966425,-1.975623183724201,43.32299997096137,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35616,Eibar,Donostia/San Sebastian,-2.4656579429222365,43.20970208256989,-1.9708928006064688,43.32352891417324,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35617,Eibar,Donostia/San Sebastian,-2.464122302754528,43.18707182573393,-1.9821300456449436,43.30541691282832,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35618,Eibar,Donostia/San Sebastian,-2.4664045769863985,43.189051391681886,-1.9811887464877724,43.30345092935061,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35619,Eibar,Donostia/San Sebastian,-2.466894537306932,43.18750510161942,-1.981446003660807,43.28873902968032,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35620,Eibar,Donostia/San Sebastian,-2.4717071034544764,43.18548691106087,-2.005969503673916,43.30602428822467,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35621,Eibar,Donostia/San Sebastian,-2.475581287580069,43.18232052496892,-1.9802022699658208,43.31535793987791,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35622,Eibar,Donostia/San Sebastian,-2.472025227640322,43.18427200498171,-1.9607517272720936,43.29789799195497,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35623,Eibar,Donostia/San Sebastian,-2.473713157868276,43.18372804142911,-1.9530641532075703,43.29826675524316,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35624,Eibar,Donostia/San Sebastian,-2.4766043450013906,43.18310118961679,-2.0112959432410373,43.30257403982839,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35625,Eibar,Donostia/San Sebastian,-2.472506930208646,43.18610453776899,-2.0111135473341677,43.29546564137279,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35626,Eibar,Donostia/San Sebastian,-2.4422169963244604,43.19698309825584,-1.972115513822615,43.326183317993646,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35627,Eibar,Donostia/San Sebastian,-2.4515094233032246,43.18947289061333,-1.9395969127415549,43.32180259871275,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35628,Eibar,Donostia/San Sebastian,-2.4655398051473,43.1864692048266,-1.9746885087334305,43.32515554504935,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35629,Eibar,Donostia/San Sebastian,-2.468793916930929,43.18453065615502,-1.9804017714587807,43.30774841972279,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35630,Eibar,Donostia/San Sebastian,-2.460296580363733,43.18798546887688,-1.9735819137681232,43.30137522972662,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35631,Eibar,Donostia/San Sebastian,-2.453420845022864,43.18997599401419,-2.0111135473341677,43.29546564137279,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35632,Eibar,Donostia/San Sebastian,-2.474213269169826,43.183051737657216,-1.9771762325311772,43.31861753262408,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35633,Eibar,Donostia/San Sebastian,-2.4880707850126624,43.179517037472586,-1.977541907730529,43.32477129927342,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35634,Eibar,Donostia/San Sebastian,-2.4835831162303674,43.18282886454784,-1.9579189878306733,43.3043672370242,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35635,Eibar,Donostia/San Sebastian,-2.4674149116568405,43.18696957846808,-1.980669090873144,43.293465422322384,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35636,Eibar,Donostia/San Sebastian,-2.46368609175151,43.18723982856032,-1.942836065560408,43.299662093449975,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35637,Eibar,Donostia/San Sebastian,-2.474986808139988,43.18311656361273,-1.9786222658562016,43.29931549377592,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35638,Eibar,Donostia/San Sebastian,-2.4715317178795653,43.18086598432375,-2.0217944842302824,43.303153081916896,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35639,Eibar,Donostia/San Sebastian,-2.465379894669697,43.18583417327626,-2.008291564716936,43.30946811608114,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35640,Eibar,Donostia/San Sebastian,-2.461794948288996,43.18211628096145,-2.00393652440058,43.301265624323854,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35641,Eibar,Donostia/San Sebastian,-2.4494451732452376,43.20486936247694,-1.9537862356265427,43.3186409228373,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35642,Eibar,Donostia/San Sebastian,-2.469531087153274,43.18525238202597,-1.98146841078862,43.32010425840202,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35643,Eibar,Donostia/San Sebastian,-2.470550538395069,43.185850666151225,-2.00393652440058,43.301265624323854,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35644,Eibar,Donostia/San Sebastian,-2.485832966788597,43.18139212005223,-2.0058123504127403,43.2781812068035,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35645,Eibar,Donostia/San Sebastian,-2.4821021539059758,43.1839858973653,-1.9811004391681424,43.31799618497667,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35646,Eibar,Donostia/San Sebastian,-2.4765508275615,43.18514295576109,-2.0221309030182355,43.26249163473732,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35647,Eibar,Donostia/San Sebastian,-2.4646097370777245,43.1859226246871,-1.976040661600737,43.315800912999386,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35648,Eibar,Donostia/San Sebastian,-2.472899664942118,43.18286419106976,-1.9837714651406333,43.31942965483235,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35649,Eibar,Donostia/San Sebastian,-2.470383060845547,43.18575740842842,-1.98133151856265,43.32158151078621,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35650,Eibar,Donostia/San Sebastian,-2.459269687073721,43.19773115352376,-1.9818388437819496,43.321987286978114,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35651,Eibar,Donostia/San Sebastian,-2.4499149213435767,43.19321287207849,-1.9607517272720936,43.29789799195497,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35652,Eibar,Donostia/San Sebastian,-2.4756289479664986,43.18380276318521,-1.9735819137681232,43.30137522972662,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35653,Eibar,Donostia/San Sebastian,-2.474594594557699,43.180922306445815,-2.0104346685315826,43.30269052569965,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35654,Eibar,Donostia/San Sebastian,-2.462275894084289,43.18573155594345,-1.983767596848932,43.30764733425517,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35655,Eibar,Donostia/San Sebastian,-2.4607937961667914,43.188160085872376,-1.9735819137681232,43.30137522972662,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35656,Eibar,Donostia/San Sebastian,-2.461821231923338,43.20596094617694,-1.970825544787505,43.310747681066246,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35657,Eibar,Donostia/San Sebastian,-2.4666345606756384,43.185530345761656,-1.979444153575754,43.3201842627943,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35658,Eibar,Donostia/San Sebastian,-2.4716750376000185,43.18200585132277,-2.007158930042551,43.30467218978245,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35659,Eibar,Donostia/San Sebastian,-2.4653540484867427,43.18644608646439,-1.9819351193783807,43.31620847349063,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35660,Eibar,Donostia/San Sebastian,-2.476129318235144,43.18521609115934,-2.0149897880028216,43.30089156192199,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35661,Eibar,Donostia/San Sebastian,-2.4574633063952205,43.18641708624964,-2.008291564716936,43.30946811608114,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35662,Eibar,Donostia/San Sebastian,-2.464122302754528,43.18707182573393,-2.0124530043366446,43.30248740476944,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35663,Eibar,Donostia/San Sebastian,-2.471918637153699,43.18295802413593,-1.938847776298075,43.32273450737357,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35664,Eibar,Donostia/San Sebastian,-2.471035804549642,43.1849089181761,-2.045696008826123,43.30442472907773,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35665,Eibar,Donostia/San Sebastian,-2.4701389858745846,43.18504821245317,-2.0053762332870493,43.31243094678276,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35666,Eibar,Donostia/San Sebastian,-2.459230782947463,43.18822311972071,-2.0180909484767864,43.30064775790038,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35667,Eibar,Donostia/San Sebastian,-2.4686259976386515,43.18493819663008,-2.0215503070215526,43.30268534331122,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35668,Eibar,Donostia/San Sebastian,-2.4621202604434127,43.18781247222508,-1.979599590217656,43.3191875929528,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35669,Eibar,Donostia/San Sebastian,-2.473820546842078,43.19386736386562,-1.9815999889577065,43.30557238148563,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35670,Eibar,Donostia/San Sebastian,-2.473488060436833,43.181385571823625,-1.9795712618394004,43.31697369693416,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35671,Eibar,Donostia/San Sebastian,-2.4664413649124017,43.185947638205455,-1.9746885087334305,43.32515554504935,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35672,Eibar,Donostia/San Sebastian,-2.4703384328100766,43.18503664070799,-1.9852361278574335,43.31589918482634,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35673,Eibar,Donostia/San Sebastian,-2.4715967224265376,43.18251632131441,-1.9821817279900749,43.32248276965349,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35674,Eibar,Donostia/San Sebastian,-2.4766043450013906,43.18310118961679,-2.045696008826123,43.30442472907773,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35675,Eibar,Donostia/San Sebastian,-2.471523325422217,43.18151069450581,-2.0149897880028216,43.30089156192199,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35676,Eibar,Donostia/San Sebastian,-2.475070528538053,43.18538626177279,-1.9803989703323213,43.32114212003555,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
35677,Eibar,Donostia/San Sebastian,-2.4746565978817734,43.1818091544739,-1.970825544787505,43.310747681066246,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
