Referencia,Destinos,Porcentajes,Superficie Total,Mun
4064031,"['Trastero', 'Vivienda', 'Garaje Cerrado']","[6.09, 81.73, 12.18]","[38, 510, 76]",13
4064032,"['Industrial', 'Oficina', 'Almacen']","[87.79, 1.68, 10.53]","[1725, 33, 207]",13
4064033,['Solar'],[100.0],[100],13
4064034,['Industrial'],[100.0],[9],13
4064035,['Trastero'],[100.0],[36],13
4064036,['Vivienda'],[100.0],[252],13
4064037,"['Vivienda', 'Jardin']","[80.15, 19.85]","[210, 52]",13
4064038,"['Vivienda', 'Trastero', 'Local Comercial']","[75.59, 1.97, 22.44]","[960, 25, 285]",13
4064039,"['Vivienda', 'Trastero']","[88.89, 11.11]","[48, 6]",13
4064040,['Vivienda'],[100.0],[45],13
4064041,['Vivienda'],[100.0],[48],13
4064042,['Solar'],[100.0],[1375],13
4064043,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Duplex', 'Garaje Cerrado']","[44.07, 15.36, 7.28, 1.32, 24.65, 7.32]","[4062, 1416, 671, 122, 2272, 675]",13
4064044,['Industrial'],[100.0],[20],13
4064045,['Solar'],[100.0],[162],13
4064046,"['Local Comercial', 'Vivienda']","[32.64, 67.36]","[94, 194]",13
4064047,"['Garaje Cerrado', 'Local Comercial', 'Vivienda']","[28.37, 12.48, 59.15]","[307, 135, 640]",13
4064048,['Garaje Cerrado'],[100.0],[1276],13
4064049,"['Local Comercial', 'Vivienda', 'Garaje Cerrado', 'Trastero']","[16.9, 60.92, 12.68, 9.51]","[192, 692, 144, 108]",13
4064050,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[29.17, 12.88, 57.78, 0.17]","[2207, 975, 4372, 13]",13
4064051,"['Vivienda', 'Local Comercial', 'Trastero']","[64.89, 29.05, 6.06]","[1874, 839, 175]",13
4064052,"['Industrial', 'Oficina']","[92.82, 7.18]","[8972, 694]",13
4064053,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Local Comercial']","[66.59, 16.76, 10.16, 6.49]","[616, 155, 94, 60]",13
4064054,"['Vivienda', 'Trastero', 'Local Comercial']","[72.2, 10.83, 16.97]","[800, 120, 188]",13
4064055,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[18.25, 72.02, 9.73]","[150, 592, 80]",13
4064056,"['Local Comercial', 'Vivienda', 'Terraza', 'Trastero', 'Garaje Cerrado', 'Almacen']","[19.66, 64.33, 1.31, 1.72, 10.97, 2.02]","[1140, 3731, 76, 100, 636, 117]",13
4064057,"['Local Comercial', 'Vivienda', 'Trastero']","[28.66, 59.93, 11.4]","[88, 184, 35]",13
4064058,"['Vivienda', 'Local Comercial', 'Terraza', 'Trastero']","[60.8, 24.4, 4.8, 10.0]","[304, 122, 24, 50]",13
4064059,"['Vivienda', 'Trastero', 'Local Comercial', 'Plaza Parking', 'Garaje Cerrado']","[67.77, 4.39, 9.93, 16.99, 0.92]","[7295, 473, 1069, 1829, 99]",13
4064060,"['Local Comercial', 'Terraza', 'Vivienda']","[26.76, 24.33, 48.91]","[110, 100, 201]",13
4064061,"['Vivienda', 'Trastero', 'Local Comercial']","[80.28, 12.44, 7.29]","[639, 99, 58]",13
4064062,"['Local Comercial', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[25.11, 58.25, 7.17, 9.46]","[560, 1299, 160, 211]",13
4064063,"['Vivienda', 'Trastero', 'Jardin', 'Duplex']","[5.12, 5.12, 68.36, 21.39]","[156, 156, 2081, 651]",13
4064064,"['Trastero', 'Vivienda', 'Local Comercial']","[12.71, 83.69, 3.6]","[212, 1396, 60]",13
4064065,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Local Comercial', 'Terraza', 'Duplex']","[20.01, 58.41, 4.83, 7.84, 1.38, 7.53]","[2445, 7135, 590, 958, 168, 920]",13
4064066,"['Local Comercial', 'Plaza Parking', 'Almacen']","[38.55, 36.42, 25.04]","[2120, 2003, 1377]",13
4064067,"['Industrial', 'Oficina']","[90.77, 9.23]","[4374, 445]",13
4064068,"['Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda', 'Terraza', 'Duplex']","[19.41, 7.28, 8.77, 59.48, 2.55, 2.51]","[3740, 1403, 1691, 11462, 491, 484]",13
4064069,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Local Comercial']","[8.15, 66.76, 8.54, 16.55]","[168, 1376, 176, 341]",13
4064070,"['Vivienda', 'Trastero', 'Industrial', 'Local Comercial']","[52.52, 23.38, 8.6, 15.51]","[501, 223, 82, 148]",13
4064071,"['Plaza Parking', 'Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[18.87, 0.38, 24.19, 49.37, 7.18]","[1298, 26, 1664, 3396, 494]",13
4064072,"['Local Comercial', 'Vivienda', 'Trastero']","[31.09, 63.79, 5.12]","[1550, 3180, 255]",13
4064073,"['Vivienda', 'Trastero', 'Almacen', 'Garaje Cerrado', 'Local Comercial']","[68.77, 7.93, 8.67, 3.28, 11.35]","[3036, 350, 383, 145, 501]",13
4064074,"['Vivienda', 'Terraza', 'Local Comercial', 'Trastero']","[52.59, 6.97, 23.31, 17.13]","[264, 35, 117, 86]",13
4064075,"['Garaje Cerrado', 'Local Comercial', 'Vivienda']","[11.93, 10.31, 77.76]","[81, 70, 528]",13
4064076,['Garaje Cerrado'],[100.0],[259],13
4064077,['Industrial'],[100.0],[2172],13
4064078,"['Vivienda', 'Garaje Cerrado', 'Jardin']","[17.67, 4.35, 77.98]","[199, 49, 878]",13
4064079,"['Vivienda', 'Trastero', 'Duplex']","[58.83, 11.0, 30.17]","[663, 124, 340]",13
4064080,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Plaza Parking', 'Local Comercial']","[71.22, 9.76, 11.71, 1.22, 6.1]","[584, 80, 96, 10, 50]",13
4064081,['Solar'],[100.0],[2191],13
4064082,"['Local Comercial', 'Vivienda', 'Trastero']","[16.26, 63.62, 20.12]","[80, 313, 99]",13
4064083,"['Trastero', 'Vivienda', 'Local Comercial', 'Jardin']","[18.06, 61.46, 5.31, 15.17]","[119, 405, 35, 100]",13
4064084,"['Local Comercial', 'Jardin', 'Vivienda', 'Terraza', 'Trastero']","[16.78, 20.03, 41.87, 8.58, 12.74]","[129, 154, 322, 66, 98]",13
4064085,"['Vivienda', 'Trastero', 'Local Comercial']","[49.71, 18.86, 31.43]","[174, 66, 110]",13
4064086,"['Vivienda', 'Terraza', 'Trastero', 'Local Comercial']","[39.67, 12.64, 19.73, 27.95]","[386, 123, 192, 272]",13
4064087,"['Vivienda', 'Trastero', 'Local Comercial']","[70.47, 13.42, 16.11]","[840, 160, 192]",13
4064088,"['Vivienda', 'Trastero']","[88.0, 12.0]","[682, 93]",13
4064089,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[13.04, 15.43, 66.25, 5.29]","[207, 245, 1052, 84]",13
4064090,"['Local Comercial', 'Vivienda', 'Trastero']","[7.39, 80.08, 12.53]","[59, 639, 100]",13
4064091,"['Vivienda', 'Local Comercial', 'Trastero']","[80.38, 7.42, 12.2]","[639, 59, 97]",13
4064092,"['Vivienda', 'Trastero']","[86.28, 13.72]","[742, 118]",13
4064093,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[6.53, 73.7, 19.77]","[39, 440, 118]",13
4064094,['Vivienda'],[100.0],[856],13
4064095,['Local Comercial'],[100.0],[73],13
4064096,['Garaje Cerrado'],[100.0],[50],13
4064097,"['Vivienda', 'Trastero']","[86.66, 13.34]","[682, 105]",13
4064098,"['Trastero', 'Vivienda']","[14.44, 85.56]","[118, 699]",13
4064099,['Solar'],[100.0],[536],13
4064100,['Industrial'],[100.0],[763],13
4064101,['Solar'],[100.0],[531],13
4064102,"['Vivienda', 'Trastero']","[87.89, 12.11]","[682, 94]",13
4064103,"['Industrial', 'Edificabilidad']","[88.1, 11.9]","[9716, 1312]",13
4064104,"['Local Comercial', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[16.57, 68.27, 6.55, 8.61]","[354, 1459, 140, 184]",13
4064105,"['Industrial', 'Accesos y pasillos']","[99.23, 0.77]","[5160, 40]",13
4064106,"['Garaje Cerrado', 'Vivienda']","[17.48, 82.52]","[108, 510]",13
4064107,"['Local Comercial', 'Vivienda', 'Garaje Cerrado']","[2.44, 83.06, 14.5]","[15, 510, 89]",13
4064108,"['Oficina', 'Plaza Parking', 'Accesos y pasillos']","[82.2, 15.83, 1.97]","[1958, 377, 47]",13
4064109,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064110,['Plaza Parking'],[100.0],[2500],13
4064111,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064112,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064113,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064114,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064115,"['Industrial', 'Oficina']","[73.85, 26.15]","[4050, 1434]",13
4064116,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064117,"['Vivienda', 'Trastero']","[77.27, 22.73]","[340, 100]",13
4064119,"['Garaje Cerrado', 'Vivienda', 'Local Comercial', 'Trastero']","[8.33, 83.33, 5.56, 2.78]","[51, 510, 34, 17]",13
4064120,"['Industrial', 'Oficina', 'Plaza Parking']","[60.42, 32.03, 7.55]","[2952, 1565, 369]",13
4064121,"['Industrial', 'Oficina']","[85.26, 14.74]","[1620, 280]",13
4064122,['Industrial'],[100.0],[300],13
4064123,"['Industrial', 'Oficina', 'Almacen', 'Plaza Parking']","[65.54, 12.86, 6.89, 14.72]","[21193, 4158, 2227, 4760]",13
4064124,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Duplex', 'Garaje Cerrado']","[43.69, 16.35, 6.97, 1.57, 23.36, 8.07]","[2031, 760, 324, 73, 1086, 375]",13
4064125,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Duplex', 'Garaje Cerrado']","[46.1, 14.29, 6.53, 1.13, 24.64, 7.3]","[2032, 630, 288, 50, 1086, 322]",13
4064126,['Solar'],[100.0],[750],13
4064127,['Educativo'],[100.0],[870],13
4064128,"['Local Comercial', 'Educativo']","[33.73, 66.27]","[706, 1387]",13
4064129,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[75.35, 13.49, 11.16]","[162, 29, 24]",13
4064130,['Industrial'],[100.0],[240],13
4064132,"['Local Comercial', 'Vivienda', 'Trastero']","[19.89, 69.57, 10.54]","[151, 528, 80]",13
4064133,"['Garaje Cerrado', 'Vivienda']","[19.16, 80.84]","[238, 1004]",13
4064134,['Solar'],[100.0],[227],13
4064135,"['Garaje Cerrado', 'Vivienda']","[15.87, 84.13]","[142, 753]",13
4064136,"['Trastero', 'Vivienda']","[15.87, 84.13]","[142, 753]",13
4064137,"['Vivienda', 'Trastero', 'Local Comercial']","[68.37, 13.32, 18.31]","[616, 120, 165]",13
4064138,"['Vivienda', 'Garaje Cerrado', 'Jardin']","[37.34, 12.01, 50.65]","[258, 83, 350]",13
4064139,['Solar'],[100.0],[148],13
4064140,['Solar'],[100.0],[146],13
4064141,"['Vivienda', 'Trastero', 'Local Comercial']","[71.24, 9.63, 19.13]","[592, 80, 159]",13
4064142,['Solar'],[100.0],[5009],13
4064143,"['Vivienda', 'Trastero', 'Local Comercial']","[69.88, 10.43, 19.69]","[536, 80, 151]",13
4064144,"['Vivienda', 'Local Comercial']","[83.47, 16.53]","[510, 101]",13
4064145,"['Vivienda', 'Trastero', 'Almacen', 'Local Comercial']","[69.47, 10.53, 10.0, 10.0]","[528, 80, 76, 76]",13
4064146,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064147,"['Vivienda', 'Trastero', 'Local Comercial']","[70.79, 9.7, 19.52]","[584, 80, 161]",13
4064148,"['Vivienda', 'Trastero', 'Local Comercial']","[69.88, 10.43, 19.69]","[536, 80, 151]",13
4064149,"['Trastero', 'Vivienda', 'Garaje Cerrado']","[6.09, 81.73, 12.18]","[38, 510, 76]",13
4064150,['Trastero'],[100.0],[10],13
4064151,['Solar'],[100.0],[888],13
4064152,['Solar'],[100.0],[2181],13
4064153,['Solar'],[100.0],[771],13
4064154,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[83.62, 11.96, 4.43]","[888, 127, 47]",13
4064155,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064156,"['Trastero', 'Vivienda']","[16.67, 83.33]","[102, 510]",13
4064157,"['Garaje Cerrado', 'Vivienda']","[16.8, 83.2]","[103, 510]",13
4064158,['Industrial'],[100.0],[3053],13
4064159,['Solar'],[100.0],[1002],13
4064160,['Vivienda'],[100.0],[414],13
4064161,"['Vivienda', 'Trastero']","[94.31, 5.69]","[232, 14]",13
4064162,['Solar'],[100.0],[172],13
4064163,['Local Comercial'],[100.0],[107],13
4064164,"['Vivienda', 'Trastero']","[68.57, 31.43]","[48, 22]",13
4064165,['Vivienda'],[100.0],[45],13
4064166,['Vivienda'],[100.0],[46],13
4064167,"['Vivienda', 'Trastero']","[70.36, 29.64]","[235, 99]",13
4064168,['Local Comercial'],[100.0],[56],13
4064169,['Solar'],[100.0],[194],13
4064170,['Trastero'],[100.0],[50],13
4064171,['Vivienda'],[100.0],[228],13
4064172,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[39.37, 43.79, 16.84]","[187, 208, 80]",13
4064173,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Duplex']","[16.63, 8.7, 51.6, 23.07]","[809, 423, 2510, 1122]",13
4064174,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[31.72, 56.39, 11.89]","[216, 384, 81]",13
4064175,['Vivienda'],[100.0],[48],13
4064176,"['Vivienda', 'Jardin', 'Trastero']","[55.67, 25.77, 18.56]","[216, 100, 72]",13
4064177,"['Vivienda', 'Trastero', 'Local Comercial']","[59.57, 21.28, 19.15]","[140, 50, 45]",13
4064178,"['Vivienda', 'Jardin', 'Garaje Cerrado', 'Trastero']","[37.89, 56.17, 3.7, 2.24]","[338, 501, 33, 20]",13
4064179,"['Vivienda', 'Garaje Cerrado', 'Jardin', 'Almacen']","[32.66, 6.9, 53.2, 7.24]","[388, 82, 632, 86]",13
4064180,"['Vivienda', 'Trastero']","[57.53, 42.47]","[126, 93]",13
4064181,"['Vivienda', 'Terraza', 'Garaje Cerrado']","[47.62, 17.26, 35.12]","[320, 116, 236]",13
4064182,"['Deportivo', 'Terraza']","[87.02, 12.98]","[7082, 1056]",13
4064183,"['Vivienda', 'Garaje Cerrado', 'Terraza', 'Jardin']","[54.4, 9.76, 13.12, 22.71]","[970, 174, 234, 405]",13
4064184,"['Vivienda', 'Trastero', 'Local Comercial']","[65.68, 16.84, 17.47]","[624, 160, 166]",13
4064185,"['Vivienda', 'Garaje Cerrado', 'Terraza']","[32.27, 17.15, 50.58]","[222, 118, 348]",13
4064186,"['Vivienda', 'Garaje Cerrado', 'Jardin']","[27.92, 11.87, 60.21]","[160, 68, 345]",13
4064187,"['Vivienda', 'Garaje Cerrado', 'Jardin']","[27.73, 11.79, 60.49]","[160, 68, 349]",13
4064188,"['Vivienda', 'Garaje Cerrado', 'Jardin']","[35.7, 3.81, 60.49]","[206, 22, 349]",13
4064189,"['Vivienda', 'Trastero', 'Almacen']","[68.29, 13.3, 18.4]","[616, 120, 166]",13
4064190,"['Vivienda', 'Trastero', 'Local Comercial']","[81.84, 5.56, 12.6]","[1104, 75, 170]",13
4064191,['Solar'],[100.0],[370],13
4064192,"['Vivienda', 'Industrial']","[78.9, 21.1]","[531, 142]",13
4064193,['Solar'],[100.0],[322],13
4064194,"['Oficina', 'Vivienda', 'Garaje Cerrado']","[4.07, 85.17, 10.76]","[14, 293, 37]",13
4064195,"['Local Comercial', 'Terraza', 'Vivienda', 'Trastero']","[29.65, 5.36, 58.68, 6.31]","[94, 17, 186, 20]",13
4064196,['Industrial'],[100.0],[295],13
4064197,"['Vivienda', 'Almacen']","[45.95, 54.05]","[420, 494]",13
4064198,['Solar'],[100.0],[1279],13
4064199,"['Industrial', 'Almacen']","[82.72, 17.28]","[402, 84]",13
4064200,['Industrial'],[100.0],[835],13
4064201,['Industrial'],[100.0],[314],13
4064202,"['Vivienda', 'Trastero']","[70.71, 29.29]","[915, 379]",13
4064203,"['Vivienda', 'Local Comercial', 'Trastero']","[51.16, 23.26, 25.58]","[308, 140, 154]",13
4064204,"['Vivienda', 'Trastero']","[66.67, 33.33]","[558, 279]",13
4064205,['Industrial'],[100.0],[30],13
4064206,"['Vivienda', 'Trastero']","[66.08, 33.92]","[968, 497]",13
4064207,"['Vivienda', 'Trastero']","[67.74, 32.26]","[968, 461]",13
4064208,"['Vivienda', 'Trastero', 'Local Comercial']","[75.67, 10.44, 13.89]","[1160, 160, 213]",13
4064209,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Garaje Cerrado', 'Duplex']","[45.43, 13.7, 7.02, 1.29, 7.13, 25.44]","[4060, 1224, 627, 115, 637, 2274]",13
4064210,['Solar'],[100.0],[492],13
4064211,['Agropecuario'],[100.0],[155],13
4064212,['Obras Urbanizacion'],[100.0],[402],13
4065001,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Jardin']","[11.95, 76.31, 6.37, 5.37]","[276, 1762, 147, 124]",13
4065002,['Vivienda'],[100.0],[1235],13
4065003,"['Vivienda', 'Trastero', 'Agropecuario']","[32.79, 16.26, 50.95]","[242, 120, 376]",13
4065004,"['Educativo', 'Almacen']","[93.4, 6.6]","[3012, 213]",13
4065005,['Vivienda'],[100.0],[1224],13
4065006,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[29.81, 64.6, 5.59]","[96, 208, 18]",13
4065007,"['Vivienda', 'Garaje Cerrado']","[83.93, 16.07]","[1504, 288]",13
4065008,['Vivienda'],[100.0],[1234],13
4065009,['Vivienda'],[100.0],[1224],13
4065010,"['Vivienda', 'Agropecuario', 'Trastero']","[30.74, 64.47, 4.79]","[154, 323, 24]",13
4065011,"['Vivienda', 'Garaje Cerrado']","[84.21, 15.79]","[1504, 282]",13
4065012,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Jardin']","[11.39, 75.75, 7.82, 5.03]","[265, 1762, 182, 117]",13
4065013,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Terraza', 'Trastero']","[13.54, 13.91, 63.31, 2.19, 7.05]","[359, 369, 1679, 58, 187]",13
4065014,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Jardin']","[13.25, 75.07, 6.03, 5.65]","[312, 1768, 142, 133]",13
4065015,"['Vivienda', 'Trastero', 'Jardin']","[25.36, 13.04, 61.59]","[140, 72, 340]",13
4065016,['Religioso'],[100.0],[2275],13
4065017,['Religioso'],[100.0],[150],13
4065018,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[28.79, 62.55, 8.66]","[133, 289, 40]",13
4065019,"['Trastero', 'Vivienda']","[5.56, 94.44]","[32, 544]",13
4065020,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[30.29, 60.91, 8.79]","[1020, 2051, 296]",13
4065021,"['Vivienda', 'Duplex', 'Garaje Cerrado', 'Local Comercial', 'Terraza']","[19.24, 31.2, 19.93, 20.55, 9.07]","[280, 454, 290, 299, 132]",13
4065023,['Vivienda'],[100.0],[92],13
4065024,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero', 'Plaza Parking']","[26.77, 7.61, 53.68, 11.58, 0.37]","[1875, 533, 3760, 811, 26]",13
4065025,"['Vivienda', 'Local Comercial', 'Trastero']","[57.41, 28.7, 13.89]","[186, 93, 45]",13
4065026,"['Vivienda', 'Local Comercial']","[84.35, 15.65]","[744, 138]",13
4065027,"['Industrial', 'Oficina']","[95.29, 4.71]","[425, 21]",13
4065028,"['Trastero', 'Vivienda']","[51.02, 48.98]","[200, 192]",13
4065029,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Local Comercial']","[28.89, 57.14, 8.35, 5.62]","[360, 712, 104, 70]",13
4065030,"['Vivienda', 'Plaza Parking', 'Trastero']","[70.89, 20.86, 8.25]","[1271, 374, 148]",13
4065031,['Vivienda'],[100.0],[176],13
4065032,['Religioso'],[100.0],[36],13
4065033,"['Trastero', 'Vivienda']","[5.56, 94.44]","[32, 544]",13
4065034,['Trastero'],[100.0],[22],13
4065035,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065036,"['Local Comercial', 'Vivienda', 'Jardin']","[24.04, 59.15, 16.81]","[226, 556, 158]",13
4065037,"['Local Comercial', 'Duplex']","[26.58, 73.42]","[21, 58]",13
4065038,"['Vivienda', 'Garaje Cerrado', 'Agropecuario']","[35.0, 7.14, 57.86]","[147, 30, 243]",13
4065039,"['Trastero', 'Vivienda']","[5.56, 94.44]","[32, 544]",13
4065040,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[83.16, 15.79, 1.05]","[632, 120, 8]",13
4065041,"['Garaje Cerrado', 'Vivienda']","[17.39, 82.61]","[64, 304]",13
4065042,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[13.53, 79.47, 7.0]","[203, 1192, 105]",13
4065043,"['Trastero', 'Vivienda', 'Local Comercial']","[7.78, 85.55, 6.68]","[120, 1320, 103]",13
4065044,['Vivienda'],[100.0],[552],13
4065045,"['Trastero', 'Vivienda']","[12.35, 87.65]","[174, 1235]",13
4065046,"['Trastero', 'Vivienda']","[11.8, 88.2]","[160, 1196]",13
4065047,"['Trastero', 'Vivienda']","[17.58, 82.42]","[116, 544]",13
4065048,"['Trastero', 'Vivienda']","[17.58, 82.42]","[116, 544]",13
4065049,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[64, 316]",13
4065050,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065051,"['Vivienda', 'Trastero']","[82.84, 17.16]","[338, 70]",13
4065052,"['Trastero', 'Vivienda']","[39.85, 60.15]","[163, 246]",13
4065053,"['Vivienda', 'Jardin', 'Trastero']","[64.2, 2.62, 33.18]","[416, 17, 215]",13
4065054,['Cultural'],[100.0],[1108],13
4065055,"['Local Comercial', 'Vivienda', 'Trastero', 'Jardin', 'Duplex']","[16.96, 18.4, 19.52, 22.88, 22.24]","[106, 115, 122, 143, 139]",13
4065056,"['Vivienda', 'Local Comercial', 'Jardin', 'Duplex']","[19.87, 17.59, 26.71, 35.83]","[122, 108, 164, 220]",13
4065057,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065058,"['Trastero', 'Vivienda', 'Garaje Cerrado']","[68.15, 23.83, 8.02]","[306, 107, 36]",13
4065059,"['Local Comercial', 'Vivienda', 'Trastero']","[17.26, 66.54, 16.2]","[180, 694, 169]",13
4065060,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065061,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065062,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065063,"['Garaje Cerrado', 'Vivienda']","[16.84, 83.16]","[128, 632]",13
4065064,"['Vivienda', 'Garaje Cerrado']","[84.39, 15.61]","[600, 111]",13
4065065,"['Almacen', 'Vivienda', 'Trastero', 'Local Comercial']","[13.33, 52.75, 28.7, 5.22]","[46, 182, 99, 18]",13
4065066,"['Vivienda', 'Local Comercial']","[84.31, 15.69]","[704, 131]",13
4065067,"['Local Comercial', 'Vivienda', 'Trastero']","[24.23, 53.33, 22.44]","[149, 328, 138]",13
4065068,"['Local Comercial', 'Vivienda', 'Trastero']","[30.8, 61.6, 7.6]","[81, 162, 20]",13
4065069,"['Vivienda', 'Local Comercial']","[83.59, 16.41]","[871, 171]",13
4065070,['Solar'],[100.0],[1096],13
4065071,"['Local Comercial', 'Vivienda', 'Jardin']","[24.2, 50.0, 25.8]","[197, 407, 210]",13
4065072,"['Vivienda', 'Almacen', 'Industrial', 'Obras Urbanizacion']","[76.05, 0.77, 0.52, 22.66]","[8391, 85, 57, 2500]",13
4065073,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Duplex', 'Trastero', 'Oficina']","[21.42, 9.09, 41.39, 25.15, 1.31, 1.64]","[968, 411, 1871, 1137, 59, 74]",13
4065074,"['Local Comercial', 'Vivienda', 'Jardin']","[22.21, 65.18, 12.61]","[169, 496, 96]",13
4065075,['Solar'],[100.0],[1132],13
4065076,['Cultural'],[100.0],[648],13
4065077,['Trastero'],[100.0],[16],13
4065078,"['Local Comercial', 'Jardin', 'Vivienda', 'Trastero']","[22.67, 13.98, 50.93, 12.42]","[73, 45, 164, 40]",13
4065079,"['Local Comercial', 'Trastero', 'Vivienda']","[20.34, 18.28, 61.38]","[59, 53, 178]",13
4065080,"['Local Comercial', 'Vivienda', 'Trastero']","[33.67, 62.12, 4.21]","[264, 487, 33]",13
4065081,"['Industrial', 'Vivienda', 'Trastero']","[44.47, 37.16, 18.37]","[213, 178, 88]",13
4065082,"['Local Comercial', 'Vivienda', 'Trastero']","[33.2, 60.73, 6.07]","[164, 300, 30]",13
4065083,"['Local Comercial', 'Vivienda', 'Jardin']","[17.82, 65.47, 16.71]","[144, 529, 135]",13
4065084,"['Local Comercial', 'Duplex', 'Trastero', 'Terraza', 'Vivienda']","[11.18, 59.74, 3.03, 2.11, 23.95]","[85, 454, 23, 16, 182]",13
4065085,"['Local Comercial', 'Vivienda', 'Garaje Cerrado', 'Trastero']","[8.39, 71.22, 15.74, 4.65]","[251, 2131, 471, 139]",13
4065086,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Duplex', 'Garaje Cerrado']","[43.45, 19.33, 6.81, 1.23, 22.08, 7.1]","[3996, 1778, 626, 113, 2031, 653]",13
4065087,"['Vivienda', 'Terraza', 'Plaza Parking', 'Trastero', 'Duplex', 'Garaje Cerrado']","[46.35, 13.27, 7.61, 1.3, 24.68, 6.79]","[3486, 998, 572, 98, 1856, 511]",13
4065088,['Industrial'],[100.0],[20],13
4065089,['Solar'],[100.0],[455],13
4065090,"['Vivienda', 'Trastero']","[93.29, 6.71]","[556, 40]",13
