Poblacion ORIGEN,Poblacion DESTINO,Desplazamientos,Lat_origen,Long_origen,Lat_destino,Long_destino
Irun,Arrasate/Mondragón,766,43.318640571622,-1.77372589148,43.0745226631642,-2.4841486565
Irun,Astigarraga,470,43.318640571622,-1.77372589148,43.2797569478888,-1.9334342263
Irun,Bergara,753,43.318640571622,-1.77372589148,43.1220053801849,-2.4148383635
Irun,Donostia/San Sebastián,7360,43.318640571622,-1.77372589148,43.2918111063554,-1.9885133578
Irun,Errenteria,4326,43.318640571622,-1.77372589148,43.2553049551337,-1.8928623455
Irun,Hernani,591,43.318640571622,-1.77372589148,43.2387833429893,-1.9442591545
Irun,Hondarribia,17596,43.318640571622,-1.77372589148,43.3748851848767,-1.8239709632
Irun,Lezo,1267,43.318640571622,-1.77372589148,43.3263415090448,-1.885769548
Irun,Pasaia,1469,43.318640571622,-1.77372589148,43.318996,-1.969857
Irun,Tolosa,1045,43.318640571622,-1.77372589148,43.1077539093613,-2.0800512827
Irun,Zarautz,2080,43.318640571622,-1.77372589148,43.280963309723,-2.16722426204
Lazkao,Beasain,896,43.0194888194631,-2.1671234871,43.0732613951147,-2.2179073142
Lazkao,Ordizia,295,43.0194888194631,-2.1671234871,43.0637579709383,-2.1818318125
Legazpi,Azpeitia,231,43.0307535874133,-2.3423674188,43.1624073640789,-2.2517858723
Legazpi,Beasain,355,43.0307535874133,-2.3423674188,43.0732613951147,-2.2179073142
Legazpi,Donostia/San Sebastián,230,43.0307535874133,-2.3423674188,43.2918111063554,-1.9885133578
Legazpi,Ordizia,95,43.0307535874133,-2.3423674188,43.0637579709383,-2.1818318125
Legazpi,Oñati,382,43.0307535874133,-2.3423674188,43.0178261678898,-2.4067931275
Legazpi,Zumarraga,974,43.0307535874133,-2.3423674188,43.1030792391374,-2.3156108273
Lezo,Donostia/San Sebastián,1510,43.3263415090448,-1.885769548,43.2918111063554,-1.9885133578
Lezo,Errenteria,2264,43.3263415090448,-1.885769548,43.2553049551337,-1.8928623455
Lezo,Hernani,199,43.3263415090448,-1.885769548,43.2387833429893,-1.9442591545
Lezo,Hondarribia,234,43.3263415090448,-1.885769548,43.3748851848767,-1.8239709632
Lezo,Irun,1263,43.3263415090448,-1.885769548,43.318640571622,-1.77372589148
Lezo,Pasaia,624,43.3263415090448,-1.885769548,43.318996,-1.969857
Mutriku,Bergara,141,43.3016874985659,-2.3847547875,43.1220053801849,-2.4148383635
Mutriku,Deba,189,43.3016874985659,-2.3847547875,43.2945746872118,-2.3538208007
Mutriku,Donostia/San Sebastián,524,43.3016874985659,-2.3847547875,43.2918111063554,-1.9885133578
Mutriku,Eibar,224,43.3016874985659,-2.3847547875,43.1997782323138,-2.4616488769
Ordizia,Azkoitia,448,43.0637579709383,-2.1818318125,43.1706487685027,-2.3309631204
Ordizia,Beasain,1187,43.0637579709383,-2.1818318125,43.0732613951147,-2.2179073142
Ordizia,Bergara,120,43.0637579709383,-2.1818318125,43.1220053801849,-2.4148383635
Ordizia,Deba,1562,43.0637579709383,-2.1818318125,43.2945746872118,-2.3538208007
Ordizia,Donostia/San Sebastián,954,43.0637579709383,-2.1818318125,43.2918111063554,-1.9885133578
Ordizia,Lazkao,295,43.0637579709383,-2.1818318125,43.0194888194631,-2.1671234871
Ordizia,Legazpi,95,43.0637579709383,-2.1818318125,43.0307535874133,-2.3423674188
Ordizia,Oñati,237,43.0637579709383,-2.1818318125,43.0178261678898,-2.4067931275
Ordizia,Tolosa,381,43.0637579709383,-2.1818318125,43.1077539093613,-2.0800512827
Ordizia,Zumarraga,233,43.0637579709383,-2.1818318125,43.1030792391374,-2.3156108273
Orio,Andoain,298,43.2774552762092,-2.1270561218,43.2194140168093,-2.0209083686
Orio,Azpeitia,203,43.2774552762092,-2.1270561218,43.1624073640789,-2.2517858723
Orio,Bergara,262,43.2774552762092,-2.1270561218,43.1220053801849,-2.4148383635
Orio,Donostia/San Sebastián,894,43.2774552762092,-2.1270561218,43.2918111063554,-1.9885133578
Orio,Errenteria,296,43.2774552762092,-2.1270561218,43.2553049551337,-1.8928623455
Orio,Tolosa,554,43.2774552762092,-2.1270561218,43.1077539093613,-2.0800512827
Orio,Villabona,384,43.2774552762092,-2.1270561218,43.1863841159828,-2.0308643183
Orio,Zarautz,1667,43.2774552762092,-2.1270561218,43.280963309723,-2.16722426204
Oñati,Arrasate/Mondragón,1755,43.0178261678898,-2.4067931275,43.0745226631642,-2.4841486565
Oñati,Azkoitia,337,43.0178261678898,-2.4067931275,43.1706487685027,-2.3309631204
Oñati,Bergara,136,43.0178261678898,-2.4067931275,43.1220053801849,-2.4148383635
Oñati,Donostia/San Sebastián,178,43.0178261678898,-2.4067931275,43.2918111063554,-1.9885133578
Oñati,Eibar,210,43.0178261678898,-2.4067931275,43.1997782323138,-2.4616488769
Oñati,Legazpi,328,43.0178261678898,-2.4067931275,43.0307535874133,-2.3423674188
Oñati,Ordizia,396,43.0178261678898,-2.4067931275,43.0637579709383,-2.1818318125
Pasaia,Donostia/San Sebastián,7853,43.318996,-1.969857,43.2918111063554,-1.9885133578
Pasaia,Errenteria,4259,43.318996,-1.969857,43.2553049551337,-1.8928623455
Pasaia,Hernani,171,43.318996,-1.969857,43.2387833429893,-1.9442591545
Pasaia,Irun,1362,43.318996,-1.969857,43.318640571622,-1.77372589148
Pasaia,Lezo,1380,43.318996,-1.969857,43.3263415090448,-1.885769548
Pasaia,Zarautz,698,43.318996,-1.969857,43.280963309723,-2.16722426204
Tolosa,Andoain,834,43.1077539093613,-2.0800512827,43.2194140168093,-2.0209083686
Tolosa,Beasain,1235,43.1077539093613,-2.0800512827,43.0732613951147,-2.2179073142
Tolosa,Donostia/San Sebastián,2445,43.1077539093613,-2.0800512827,43.2918111063554,-1.9885133578
Tolosa,Errenteria,440,43.1077539093613,-2.0800512827,43.2553049551337,-1.8928623455
Tolosa,Hernani,863,43.1077539093613,-2.0800512827,43.2387833429893,-1.9442591545
Tolosa,Hondarribia,293,43.1077539093613,-2.0800512827,43.3748851848767,-1.8239709632
Tolosa,Irun,979,43.1077539093613,-2.0800512827,43.318640571622,-1.77372589148
Tolosa,Ordizia,389,43.1077539093613,-2.0800512827,43.0637579709383,-2.1818318125
Tolosa,Orio,493,43.1077539093613,-2.0800512827,43.2774552762092,-2.1270561218
Tolosa,Pasaia,240,43.1077539093613,-2.0800512827,43.318996,-1.969857
Tolosa,Villabona,681,43.1077539093613,-2.0800512827,43.1863841159828,-2.0308643183
Villabona,Andoain,1383,43.1863841159828,-2.0308643183,43.2194140168093,-2.0209083686
Villabona,Donostia/San Sebastián,1318,43.1863841159828,-2.0308643183,43.2918111063554,-1.9885133578
Villabona,Errenteria,652,43.1863841159828,-2.0308643183,43.2553049551337,-1.8928623455
Villabona,Hernani,255,43.1863841159828,-2.0308643183,43.2387833429893,-1.9442591545
Villabona,Orio,342,43.1863841159828,-2.0308643183,43.2774552762092,-2.1270561218
Villabona,Tolosa,681,43.1863841159828,-2.0308643183,43.1077539093613,-2.0800512827
Zarautz,Andoain,720,43.280963309723,-2.16722426204,43.2194140168093,-2.0209083686
Zarautz,Arrasate/Mondragón,643,43.280963309723,-2.16722426204,43.0745226631642,-2.4841486565
Zarautz,Azkoitia,287,43.280963309723,-2.16722426204,43.1706487685027,-2.3309631204
Zarautz,Azpeitia,166,43.280963309723,-2.16722426204,43.1624073640789,-2.2517858723
Zarautz,Bergara,286,43.280963309723,-2.16722426204,43.1220053801849,-2.4148383635
Zarautz,Donostia/San Sebastián,4242,43.280963309723,-2.16722426204,43.2918111063554,-1.9885133578
Zarautz,Eibar,744,43.280963309723,-2.16722426204,43.1997782323138,-2.4616488769
Zarautz,Errenteria,756,43.280963309723,-2.16722426204,43.2553049551337,-1.8928623455
Zarautz,Hernani,496,43.280963309723,-2.16722426204,43.2387833429893,-1.9442591545
Zarautz,Irun,1198,43.280963309723,-2.16722426204,43.318640571622,-1.77372589148
Zarautz,Orio,1934,43.280963309723,-2.16722426204,43.2774552762092,-2.1270561218
Zarautz,Pasaia,645,43.280963309723,-2.16722426204,43.318996,-1.969857
Zarautz,Zumaia,923,43.280963309723,-2.16722426204,43.2876451846902,-2.2461133898
Zumaia,Azkoitia,176,43.2876451846902,-2.2461133898,43.1706487685027,-2.3309631204
Zumaia,Azpeitia,177,43.2876451846902,-2.2461133898,43.1624073640789,-2.2517858723
Zumaia,Deba,528,43.2876451846902,-2.2461133898,43.2945746872118,-2.3538208007
Zumaia,Donostia/San Sebastián,1296,43.2876451846902,-2.2461133898,43.2918111063554,-1.9885133578
Zumaia,Zarautz,1120,43.2876451846902,-2.2461133898,43.280963309723,-2.16722426204
Zumaia,Zumarraga,975,43.2876451846902,-2.2461133898,43.1030792391374,-2.3156108273
Zumarraga,Arrasate/Mondragón,775,43.1030792391374,-2.3156108273,43.0745226631642,-2.4841486565
Zumarraga,Azkoitia,231,43.1030792391374,-2.3156108273,43.1706487685027,-2.3309631204
Zumarraga,Beasain,1025,43.1030792391374,-2.3156108273,43.0732613951147,-2.2179073142
Zumarraga,Bergara,206,43.1030792391374,-2.3156108273,43.1220053801849,-2.4148383635
Zumarraga,Donostia/San Sebastián,1012,43.1030792391374,-2.3156108273,43.2918111063554,-1.9885133578
Zumarraga,Errenteria,258,43.1030792391374,-2.3156108273,43.2553049551337,-1.8928623455
Zumarraga,Legazpi,842,43.1030792391374,-2.3156108273,43.0307535874133,-2.3423674188
Zumarraga,Ordizia,233,43.1030792391374,-2.3156108273,43.0637579709383,-2.1818318125
Zumarraga,Zumaia,977,43.1030792391374,-2.3156108273,43.2876451846902,-2.2461133898
