id_int,id,x,y,net_type
9723,457158841,-1.9531236,43.2925116,walk
9724,457160396,-1.9544459,43.2934843,walk
9725,457161698,-1.9541464,43.2940048,walk
9726,457161699,-1.9539929,43.293566,walk
9727,457234610,-1.9538029,43.2929015,walk
9728,457234617,-1.9543143,43.292803,walk
9729,457234619,-1.9548591,43.2926879,walk
9730,457234626,-1.9544383,43.2931363,walk
9731,457234634,-1.9547341,43.293221,walk
9732,457236224,-1.9539514,43.2943008,walk
9733,457236280,-1.9554755,43.2944663,walk
9734,457237651,-1.9549544,43.2944016,walk
9735,457237658,-1.9550512,43.2951993,walk
9736,457237661,-1.9556487,43.2951556,walk
9737,457238259,-1.9543058,43.2950918,walk
9738,457238266,-1.9556288,43.2949827,walk
9739,457239233,-1.9543433,43.2949391,walk
9740,457239236,-1.9555989,43.2948257,walk
9741,457239746,-1.9549958,43.2947047,walk
9742,457239751,-1.9555763,43.2946571,walk
9743,457248138,-1.9560076,43.2957402,walk
9744,457251204,-1.9569474,43.2957463,walk
9745,457260121,-1.9565353,43.2939189,walk
9746,457264503,-1.9544732,43.2954767,walk
9747,457266231,-1.9553163,43.2969716,walk
9748,457267569,-1.9558692,43.2953429,walk
9749,457267577,-1.9553227,43.2958433,walk
9750,457269602,-1.9555626,43.2970814,walk
9751,457270889,-1.956039,43.2957946,walk
9752,457270898,-1.9560007,43.2957105,walk
9753,457272434,-1.9558381,43.2951405,walk
9754,457274112,-1.9641568,43.3034472,walk
9755,457274268,-1.9668292,43.3023218,walk
9756,457274399,-1.9669608,43.302586,walk
9757,457274693,-1.9713889,43.3011566,walk
9758,457274700,-1.9708169,43.3016672,walk
9759,457274706,-1.971143,43.3012895,walk
9760,457274890,-1.9695555,43.3105486,walk
9761,457274895,-1.9696499,43.3097305,walk
9762,457424602,-1.9552798,43.3004153,walk
9763,457424604,-1.9549443,43.3009229,walk
9764,457424605,-1.9544246,43.3008854,walk
9765,457424607,-1.9548854,43.3012405,walk
9766,457719945,-1.9389831,43.314208,walk
9767,457719946,-1.9383892,43.314262,walk
9768,458442759,-1.7842276,43.3383427,walk
9769,458442760,-1.7857997,43.3377906,walk
9770,458442763,-1.7876391,43.3381438,walk
9771,458442765,-1.7887311,43.3384199,walk
9772,458442783,-1.7889502,43.3334644,walk
9773,458442786,-1.7887062,43.3333705,walk
9774,458442788,-1.7889776,43.3335519,walk
9775,458442789,-1.7888962,43.3336783,walk
9776,458442792,-1.788492,43.3335581,walk
9777,458442797,-1.7886337,43.3337071,walk
9778,458442798,-1.7888187,43.3337121,walk
9779,458442803,-1.788728,43.3350756,walk
9780,458442805,-1.7886246,43.3355582,walk
9781,458442808,-1.7887983,43.3365676,walk
9782,458442811,-1.7888621,43.3346805,walk
9783,458442814,-1.7888912,43.3341585,walk
9784,458442816,-1.7883663,43.3335543,walk
9785,458442817,-1.7876788,43.3335891,walk
9786,458442818,-1.7867476,43.3336266,walk
9787,458442820,-1.788391,43.3359746,walk
9788,458442827,-1.7872459,43.3365252,walk
9789,458442828,-1.7866493,43.33678,walk
9790,458442831,-1.7861619,43.3370281,walk
9791,458442837,-1.7850451,43.3380606,walk
9792,458442840,-1.7859676,43.3371396,walk
9793,458442847,-1.7871691,43.3365508,walk
9794,458442857,-1.7875813,43.3391212,walk
9795,458445522,-1.7887683,43.3364535,walk
9796,458445524,-1.7885704,43.3367955,walk
9797,458445546,-1.7897292,43.3394503,walk
9798,458445548,-1.7891447,43.3408564,walk
9799,458445550,-1.7886494,43.3419652,walk
9800,458445551,-1.7884214,43.3426175,walk
9801,458445552,-1.7906502,43.339637,walk
9802,458445563,-1.7881792,43.3392785,walk
9803,458446701,-1.7904221,43.34017,walk
9804,458446702,-1.7913272,43.340353,walk
9805,458446705,-1.7945262,43.341022,walk
9806,458446706,-1.795189,43.3411594,walk
9807,458448792,-1.7972252,43.3377483,walk
9808,458448793,-1.7964136,43.3375831,walk
9809,458448794,-1.795539,43.3374114,walk
9810,458448799,-1.7875918,43.3432366,walk
9811,458448806,-1.7864356,43.3419814,walk
9812,458448807,-1.7868873,43.3408236,walk
9813,458448809,-1.787431,43.3403516,walk
9814,458448810,-1.787822,43.3422949,walk
9815,458451172,-1.7894812,43.3394011,walk
9816,458451173,-1.7893952,43.339204,walk
9817,458451176,-1.7890923,43.3375411,walk
9818,458451178,-1.7894773,43.3375024,walk
9819,458451186,-1.7908312,43.337412,walk
9820,458451190,-1.7906044,43.337928,walk
9821,458451192,-1.7865094,43.3379222,walk
9822,458451194,-1.7865974,43.3376604,walk
9823,458451196,-1.7866813,43.3374278,walk
9824,458451198,-1.7867739,43.3371917,walk
9825,458451204,-1.7877763,43.3378987,walk
9826,458451220,-1.7885706,43.337327,walk
9827,458451225,-1.7886112,43.3377375,walk
9828,458451231,-1.7880636,43.3374408,walk
9829,458455288,-1.9357313,43.3131914,walk
9830,458465135,-1.9159716,43.3116486,walk
9831,458465159,-1.9164274,43.3104,walk
9832,458465160,-1.9162839,43.3103283,walk
9833,458477493,-1.9131091,43.317064,walk
9834,458477495,-1.9129684,43.3169461,walk
9835,458483373,-1.9179503,43.3115431,walk
9836,458483385,-1.9179505,43.3116026,walk
9837,458483790,-1.9180276,43.3115427,walk
9838,458489086,-1.9165137,43.3173775,walk
9839,458489089,-1.916018,43.3154445,walk
9840,458489091,-1.9159146,43.3154927,walk
9841,458489092,-1.915854,43.3156238,walk
9842,458489100,-1.9160972,43.3157807,walk
9843,458489105,-1.9163077,43.3156756,walk
9844,458489122,-1.9161919,43.3172132,walk
9845,458490494,-1.9158565,43.31595,walk
9846,458490501,-1.9142526,43.3170124,walk
9847,458494645,-1.9100864,43.316959,walk
9848,458494657,-1.9101345,43.3176768,walk
9849,458494659,-1.9101362,43.3176082,walk
9850,458494666,-1.909956,43.3171585,walk
9851,458494678,-1.9099045,43.3170399,walk
9852,458701629,-1.7891819,43.3393357,walk
9853,458701641,-1.7915392,43.3398194,walk
9854,458701642,-1.792073,43.3383942,walk
9855,458701644,-1.789943,43.3382349,walk
9856,458701649,-1.7933458,43.3384214,walk
9857,458701658,-1.7954767,43.3373791,walk
9858,458814951,-1.9007578,43.3204283,walk
9859,458832119,-1.9068683,43.3173291,walk
9860,458832126,-1.9066256,43.3170994,walk
9861,458838783,-1.9008432,43.3202471,walk
9862,458858108,-1.8982335,43.3227588,walk
9863,458859625,-1.8984097,43.3229243,walk
9864,458859631,-1.8995784,43.3235229,walk
9865,458859637,-1.899578,43.3236708,walk
9866,458861923,-1.8967622,43.3226155,walk
9867,458861933,-1.8968058,43.3212557,walk
9868,458864108,-1.896805,43.322412,walk
9869,458867574,-1.8941886,43.3223476,walk
9870,458867580,-1.8938693,43.3238327,walk
9871,458872594,-1.8967705,43.3221805,walk
9872,458873335,-1.8940979,43.3217219,walk
9873,458873336,-1.8962127,43.3216244,walk
9874,458873372,-1.8962885,43.3222088,walk
9875,458873373,-1.896164,43.3212165,walk
9876,458873896,-1.8959421,43.3211401,walk
9877,458873897,-1.8942026,43.3212522,walk
9878,458873959,-1.894059,43.3212182,walk
9879,459524211,-1.9752463,43.312666,walk
9880,459524212,-1.9750526,43.3129339,walk
9881,459524214,-1.9754304,43.3130794,walk
9882,459524221,-1.9758721,43.3136699,walk
9883,459524223,-1.9765398,43.3122015,walk
9884,459524224,-1.976124,43.3129494,walk
9885,459524232,-1.9758777,43.3127717,walk
9886,459524233,-1.9757914,43.3128726,walk
9887,459524234,-1.9755485,43.3127608,walk
9888,459524240,-1.9749488,43.3136263,walk
9889,459524242,-1.974868,43.314019,walk
9890,459524253,-1.9748642,43.3144223,walk
9891,459524264,-1.9763159,43.3139427,walk
9892,459524279,-1.9751247,43.3153598,walk
9893,459524284,-1.974729,43.3162181,walk
9894,459524299,-1.9743857,43.3152495,walk
9895,459524300,-1.9744363,43.3151874,walk
9896,459524305,-1.9748169,43.3150606,walk
9897,459524317,-1.9749874,43.3147705,walk
9898,459524322,-1.9748388,43.3155662,walk
9899,459526955,-1.9770285,43.3140878,walk
9900,459527634,-1.9767285,43.3123279,walk
9901,459638207,-1.8973889,43.3120426,walk
9902,459638209,-1.8971545,43.3123362,walk
9903,459654982,-1.8992127,43.3131432,walk
9904,459654984,-1.8990725,43.3132985,walk
9905,459654989,-1.8996646,43.3140108,walk
9906,459667563,-1.9008679,43.3120818,walk
9907,459667565,-1.9017485,43.3125957,walk
9908,459667566,-1.9005965,43.3123307,walk
9909,459667569,-1.9016418,43.3120047,walk
9910,459667571,-1.9019833,43.3116068,walk
9911,459667572,-1.9018361,43.3118272,walk
9912,459667573,-1.9023975,43.3114509,walk
9913,459667574,-1.9027018,43.3115517,walk
9914,459818651,-1.9360417,43.3175515,walk
9915,461169717,-1.7765035,43.3602199,walk
9916,461169724,-1.7757287,43.3601926,walk
9917,461176840,-1.7844956,43.3506085,walk
9918,461176848,-1.777529,43.3595269,walk
9919,461431514,-1.9736929,43.3049754,walk
9920,461431528,-1.9744657,43.3046271,walk
9921,462245663,-1.980357,43.3024962,walk
9922,462245667,-1.9801221,43.3027188,walk
9923,462245669,-1.9799632,43.3026517,walk
9924,462245682,-1.9801618,43.3023405,walk
9925,462265402,-1.9574822,43.3014915,walk
9926,462265403,-1.9574879,43.3015945,walk
9927,462265406,-1.9566331,43.301709,walk
9928,462265408,-1.9564861,43.3016226,walk
9929,462265410,-1.9566382,43.3013931,walk
9930,462265411,-1.9567733,43.3014021,walk
9931,462265413,-1.9569079,43.3015332,walk
9932,462265415,-1.9568005,43.3016908,walk
9933,462265425,-1.9546031,43.3022656,walk
9934,462265427,-1.9545005,43.3021881,walk
9935,462265432,-1.9542129,43.3019663,walk
9936,462265439,-1.9540841,43.3019903,walk
9937,462265440,-1.9540568,43.3019008,walk
9938,462265456,-1.9564411,43.3017875,walk
9939,462265466,-1.9558405,43.2884173,walk
9940,462265484,-1.9515103,43.2874246,walk
9941,462265485,-1.9492827,43.2857267,walk
9942,462267769,-1.9172768,43.2687357,walk
9943,462267787,-1.9079464,43.2665043,walk
9944,462267788,-1.9072878,43.2665514,walk
9945,462267794,-1.900874,43.2675535,walk
9946,462267797,-1.8974615,43.2671769,walk
9947,462267798,-1.8971636,43.2671397,walk
9948,462267800,-1.8958661,43.2667897,walk
9949,462269503,-1.8949415,43.2661288,walk
9950,462269509,-1.8940604,43.2656481,walk
9951,462269510,-1.8938145,43.2655834,walk
9952,462269538,-1.8918531,43.2633888,walk
9953,462269566,-1.8902704,43.2586808,walk
9954,462269585,-1.8890049,43.2585543,walk
9955,462272421,-1.896171,43.2658678,walk
9956,462272430,-1.8966977,43.2634899,walk
9957,462272435,-1.8976973,43.2643962,walk
9958,462272455,-1.8985152,43.2576827,walk
9959,462272463,-1.8999429,43.2562031,walk
9960,462272466,-1.9008797,43.2548776,walk
9961,462272473,-1.9026156,43.2532503,walk
9962,462272478,-1.9034732,43.2517912,walk
9963,462278371,-1.897287,43.2734925,walk
9964,462289827,-1.9037688,43.2698892,walk
9965,462289831,-1.903825,43.270276,walk
9966,462289835,-1.9040268,43.2698629,walk
9967,462289849,-1.9067842,43.2668519,walk
9968,462352082,-1.8883104,43.3084487,walk
9969,462352083,-1.8909763,43.3090451,walk
9970,462352084,-1.88835,43.3091017,walk
9971,462352085,-1.8874844,43.3091266,walk
9972,462352088,-1.8874619,43.3087684,walk
9973,462352089,-1.8883297,43.3087448,walk
9974,462352090,-1.8909631,43.3086693,walk
9975,463729751,-1.9028297,43.3154294,walk
9976,463729758,-1.9008295,43.3149739,walk
9977,464523859,-1.901227,43.3180607,walk
9978,464523906,-1.9010131,43.3174875,walk
9979,464523907,-1.900956,43.3174829,walk
9980,464523916,-1.9006589,43.3174919,walk
9981,464523966,-1.8987824,43.3167099,walk
9982,464524013,-1.8975899,43.317251,walk
9983,464524021,-1.9007585,43.3173668,walk
9984,464581244,-1.8991294,43.321109,walk
9985,465668106,-1.9562607,43.2984389,walk
9986,465668108,-1.9565293,43.2984702,walk
9987,465668109,-1.957366,43.2989416,walk
9988,465668111,-1.9577879,43.299161,walk
9989,465668118,-1.9566131,43.2984527,walk
9990,465668158,-1.9569213,43.2935756,walk
9991,465668186,-1.9600614,43.2919909,walk
9992,465668299,-1.9548967,43.286272,walk
9993,465668301,-1.9552767,43.2862385,walk
9994,465668308,-1.9554707,43.2858107,walk
9995,465743735,-1.9467257,43.2871648,walk
9996,465743751,-1.9473716,43.2867385,walk
9997,465743766,-1.9473304,43.2848818,walk
9998,465743769,-1.947925,43.2851127,walk
9999,465743776,-1.9468347,43.2830903,walk
10000,465743795,-1.9471346,43.2839725,walk
10001,465743798,-1.9471773,43.2841972,walk
10002,465743810,-1.9456301,43.2836983,walk
10003,465743815,-1.9447572,43.2845296,walk
10004,465743818,-1.9465771,43.2832147,walk
10005,465743859,-1.944489,43.2834631,walk
10006,465802752,-1.9450694,43.2820708,walk
10007,465802757,-1.94491,43.2821008,walk
10008,465802804,-1.9409003,43.2826023,walk
10009,465802961,-1.933816,43.286115,walk
10010,465802978,-1.9342627,43.2866187,walk
10011,465803048,-1.9349213,43.2868393,walk
10012,465803078,-1.9353389,43.2865373,walk
10013,465803110,-1.934571,43.2866855,walk
10014,465803145,-1.934703,43.2868588,walk
10015,465934225,-1.944773,43.2814562,walk
10016,465934340,-1.9456909,43.2813075,walk
10017,465934349,-1.9467431,43.2812361,walk
10018,465934353,-1.9468874,43.2813314,walk
10019,465934389,-1.9468224,43.2814376,walk
10020,465934407,-1.9460987,43.2814027,walk
10021,465934434,-1.9485915,43.2825226,walk
10022,465934440,-1.9473922,43.2825075,walk
10023,465934446,-1.9476518,43.2823733,walk
10024,465934455,-1.9480838,43.2828081,walk
10025,465934457,-1.9474976,43.2820589,walk
10026,465934729,-1.949043,43.2836512,walk
10027,465934737,-1.9487594,43.283541,walk
10028,465934740,-1.9479858,43.2832509,walk
10029,466071928,-1.9495061,43.283051,walk
10030,466072097,-1.9503206,43.2846791,walk
10031,466072103,-1.9504649,43.2842493,walk
10032,466072105,-1.9506654,43.2842018,walk
10033,466072125,-1.9531301,43.2826491,walk
10034,466072131,-1.9532454,43.2827498,walk
10035,466072138,-1.9532042,43.2828285,walk
10036,466072147,-1.9530604,43.2828578,walk
10037,466072151,-1.9529532,43.2827746,walk
10038,466072153,-1.9529779,43.2826916,walk
10039,466072161,-1.9510941,43.2824964,walk
10040,466072167,-1.9512131,43.2824776,walk
10041,466072172,-1.9512699,43.2823623,walk
10042,466072183,-1.951149,43.2822817,walk
10043,466072187,-1.9510308,43.2823043,walk
10044,466072193,-1.9509767,43.2824076,walk
10045,466072212,-1.9540741,43.2829207,walk
10046,466072222,-1.9505534,43.2839926,walk
10047,466072234,-1.9503795,43.2820685,walk
10048,466072252,-1.9503625,43.282167,walk
10049,466072305,-1.9536996,43.2809938,walk
10050,466072326,-1.9546886,43.2818192,walk
10051,466072332,-1.9544802,43.2811368,walk
10052,466072337,-1.9535009,43.2815953,walk
10053,466072340,-1.9494899,43.2850445,walk
10054,467701361,-1.9483649,43.2809288,walk
10055,467701362,-1.9487381,43.2806648,walk
10056,467701365,-1.950208,43.2802502,walk
10057,467701367,-1.9508417,43.2800295,walk
10058,467701375,-1.9509764,43.2798568,walk
10059,467701376,-1.9509194,43.2798383,walk
10060,467701378,-1.9508279,43.2798486,walk
10061,467701382,-1.9508006,43.2800098,walk
10062,467701385,-1.9505767,43.2799731,walk
10063,467701390,-1.9499167,43.2798995,walk
10064,467701392,-1.9495263,43.2804331,walk
10065,467701399,-1.949134,43.280512,walk
10066,467701427,-1.9513103,43.2786774,walk
10067,467701428,-1.9513193,43.2785599,walk
10068,467701436,-1.9520864,43.2771955,walk
10069,467701445,-1.9539814,43.2757914,walk
10070,467701448,-1.9538868,43.2755869,walk
10071,467701449,-1.9540342,43.2754546,walk
10072,467701452,-1.9543797,43.2755201,walk
10073,467701456,-1.9544233,43.2755926,walk
10074,467701458,-1.9543636,43.2757654,walk
10075,467701464,-1.9533092,43.2776955,walk
10076,467701472,-1.9536273,43.2772395,walk
10077,467701497,-1.9539747,43.2762225,walk
10078,467701505,-1.9538014,43.2758236,walk
10079,467701509,-1.9521378,43.2770029,walk
10080,467701519,-1.9536146,43.2751787,walk
10081,467701521,-1.9518832,43.2762428,walk
10082,467701529,-1.9533922,43.2748079,walk
10083,467701530,-1.9538392,43.2753884,walk
10084,467701531,-1.9536467,43.2752201,walk
10085,467701538,-1.9548205,43.2697675,walk
10086,467701542,-1.9545093,43.2696465,walk
10087,467701545,-1.954359,43.2695232,walk
10088,467701565,-1.9543201,43.2747366,walk
10089,467701568,-1.9550057,43.2748183,walk
10090,467701572,-1.9556992,43.2742506,walk
10091,467701575,-1.9562076,43.2736273,walk
10092,467701576,-1.9545984,43.2734424,walk
10093,467701577,-1.95443,43.2767728,walk
10094,469125310,-1.79472,43.3396115,walk
10095,469216355,-1.795136,43.3385073,walk
10096,469216356,-1.7970609,43.3409254,walk
10097,469216358,-1.7981856,43.3379627,walk
10098,469820589,-1.9016623,43.3111297,walk
10099,469820590,-1.9019628,43.3112338,walk
10100,469820612,-1.8928232,43.3082596,walk
10101,469894321,-1.9005284,43.3109498,walk
10102,469894327,-1.900416,43.3113273,walk
10103,469894328,-1.8995834,43.3110752,walk
10104,469894330,-1.8995919,43.3111122,walk
10105,469894341,-1.9003839,43.3114038,walk
10106,469894355,-1.9007057,43.311358,walk
10107,469894356,-1.9008923,43.3113643,walk
10108,469894361,-1.8998992,43.310935,walk
10109,469894377,-1.9003512,43.3100332,walk
10110,469948602,-1.9281831,43.3188117,walk
10111,469948629,-1.9277178,43.318974,walk
10112,469948663,-1.9283173,43.3189871,walk
10113,470220286,-2.0057008,43.3217669,walk
10114,470223691,-1.9982474,43.3153509,walk
10115,470223692,-1.9979603,43.3147837,walk
10116,470223700,-1.9988472,43.3151415,walk
10117,470223701,-1.9991396,43.3152102,walk
10118,470223703,-1.9989895,43.3148243,walk
10119,470223711,-1.9996105,43.3145949,walk
10120,471293056,-1.8977667,43.2643552,walk
10121,471593844,-1.795656,43.3705785,walk
10122,471593847,-1.7982376,43.3794139,walk
10123,471593851,-1.7997006,43.3686559,walk
10124,471593852,-1.7998949,43.3688375,walk
10125,471593853,-1.7999834,43.3687621,walk
10126,471593854,-1.7999643,43.368667,walk
10127,471593856,-1.7998345,43.3686122,walk
10128,471599095,-1.7983746,43.3660811,walk
10129,471599107,-1.7983741,43.3658841,walk
10130,471599113,-1.7945831,43.3665951,walk
10131,471599115,-1.7947844,43.3665519,walk
10132,471599123,-1.7907393,43.3654967,walk
10133,472141281,-2.0191967,43.3026827,walk
10134,472141286,-2.0189642,43.303593,walk
10135,472968544,-2.2013129,43.3069749,walk
10136,472968596,-2.2008055,43.3093558,walk
10137,472968600,-2.201371,43.3099157,walk
10138,472968604,-2.2014546,43.3102888,walk
10139,472968618,-2.2009567,43.3081237,walk
10140,472976543,-2.340347,43.2940292,walk
10141,472976546,-2.335792,43.2985909,walk
10142,472976551,-2.3362409,43.2981514,walk
10143,472976552,-2.3360838,43.2979702,walk
10144,472976555,-2.3355269,43.2978149,walk
10145,472976609,-2.336921,43.2937652,walk
10146,473468544,-2.311554,43.2939825,walk
10147,473468564,-2.3129432,43.2892238,walk
10148,473468567,-2.3134711,43.2895306,walk
10149,473468630,-2.3128141,43.2891695,walk
10150,473470249,-2.3310502,43.2979893,walk
10151,473470258,-2.3251317,43.2957712,walk
10152,473470261,-2.321778,43.2950612,walk
10153,473470263,-2.3185157,43.2943504,walk
10154,473838366,-1.740303,43.3328919,walk
10155,473838367,-1.73978,43.3327548,walk
10156,473838379,-1.7362081,43.3319126,walk
10157,473838381,-1.7349814,43.3316388,walk
10158,473838420,-1.7280862,43.3153066,walk
10159,473838424,-1.7269583,43.3139759,walk
10160,474377138,-2.3864941,43.3070237,walk
10161,474735752,-1.8999604,43.0852566,walk
10162,474735774,-1.8868879,43.0802083,walk
10163,474735775,-1.8854666,43.0793176,walk
10164,474735778,-1.8830719,43.0786403,walk
10165,474735784,-1.918637,43.0834666,walk
10166,474735785,-1.9194457,43.0824239,walk
10167,474735787,-1.9184058,43.0819425,walk
10168,474735790,-1.9215827,43.086372,walk
10169,474735791,-1.9217582,43.0862993,walk
10170,474735792,-1.9215949,43.0860824,walk
10171,474735799,-1.92171,43.0823987,walk
10172,474735808,-1.9153511,43.0786841,walk
10173,474735810,-1.9154745,43.0809777,walk
10174,474735815,-1.9153316,43.0803537,walk
10175,474735819,-1.8813265,43.0870465,walk
10176,474735839,-1.8757236,43.0870077,walk
10177,474735870,-1.8646454,43.0978393,walk
10178,474735897,-1.849201,43.1316062,walk
10179,474735901,-1.8454428,43.1405924,walk
10180,474735906,-1.8498744,43.1490961,walk
10181,474735948,-1.9429856,43.0955559,walk
10182,474735952,-1.9478502,43.0977615,walk
10183,474735989,-1.8764249,42.9963753,walk
10184,474735995,-1.9165908,43.0393684,walk
10185,474736008,-1.936642,43.0505919,walk
10186,474736022,-1.8762362,43.0103637,walk
10187,474736023,-1.8763037,43.0104538,walk
10188,474736024,-1.876221,43.0104899,walk
10189,474736026,-1.8753613,43.0103486,walk
10190,474736028,-1.8739514,43.0107724,walk
10191,474736029,-1.8734714,43.010892,walk
10192,474736032,-1.8759626,43.0110391,walk
10193,474736033,-1.8762928,43.0115278,walk
10194,474736034,-1.8765595,43.0116194,walk
10195,474736038,-1.8778425,43.0117494,walk
10196,474736072,-1.8889779,43.0022238,walk
10197,474736075,-1.8898467,43.0019659,walk
10198,474736076,-1.8899715,43.0018503,walk
10199,474736080,-1.8720363,43.000538,walk
10200,474736084,-1.8631669,42.9952709,walk
10201,474736086,-1.8636572,42.9943264,walk
10202,474736087,-1.8656137,42.9942439,walk
10203,474736088,-1.8692618,42.9950379,walk
10204,474736096,-1.863137,42.9946796,walk
10205,474736104,-1.8633329,42.99375,walk
10206,474736107,-1.863448,42.993526,walk
10207,474736110,-1.8630527,42.9935351,walk
10208,474736127,-1.916702,43.0834769,walk
10209,474736236,-1.9067757,43.1139337,walk
10210,474736265,-1.9184638,43.0854163,walk
10211,474736271,-1.9175632,43.0856957,walk
10212,474736273,-1.9161336,43.0833744,walk
10213,474736278,-1.9153672,43.0835777,walk
10214,474736291,-1.9136918,43.0830303,walk
10215,474736293,-1.914751,43.0836105,walk
10216,474736298,-1.9136646,43.0839178,walk
10217,474736303,-1.9136419,43.0842544,walk
10218,474736306,-1.9136419,43.0843537,walk
10219,474736311,-1.9136708,43.0842882,walk
10220,474736321,-1.9146119,43.0838665,walk
10221,474736338,-1.9124486,43.0833482,walk
10222,474736342,-1.9126557,43.0835579,walk
10223,474736345,-1.9126248,43.0833355,walk
10224,474736367,-1.9187408,43.0734004,walk
10225,474736410,-1.9129711,43.0650573,walk
10226,474736414,-1.9131498,43.0658384,walk
10227,474736435,-1.9098175,43.0627324,walk
10228,474736443,-1.9058178,43.0582342,walk
10229,474770331,-1.9010674,43.0064529,walk
10230,474770334,-1.8988557,43.0050689,walk
10231,474770336,-1.8981798,43.0054421,walk
10232,474770339,-1.8983236,43.0039611,walk
10233,474770340,-1.898074,43.0037352,walk
10234,474770341,-1.8976433,43.0032104,walk
10235,474770342,-1.8970612,43.0030836,walk
10236,474770343,-1.896391,43.0029435,walk
10237,474770344,-1.8964457,43.0022902,walk
10238,474770345,-1.897565,43.0025668,walk
10239,474770350,-1.8981802,43.0017767,walk
10240,474770355,-1.8954236,43.0030471,walk
10241,474770390,-1.9063803,43.0284876,walk
10242,474982257,-2.3118437,43.295376,walk
10243,474982264,-2.3115376,43.2965426,walk
10244,474982268,-2.3111166,43.2968169,walk
10245,474982269,-2.3109646,43.2966831,walk
10246,474982275,-2.3096622,43.297342,walk
10247,474982276,-2.3095827,43.297317,walk
10248,474982278,-2.3094675,43.2973742,walk
10249,474982279,-2.309426,43.2974211,walk
10250,474982280,-2.3093622,43.2974458,walk
10251,474982283,-2.3090464,43.297517,walk
10252,474982291,-2.3165413,43.2948298,walk
10253,474983077,-2.3248404,43.2915669,walk
10254,474983109,-2.3210727,43.2937152,walk
10255,474983119,-2.3181562,43.2942517,walk
10256,474983120,-2.3181608,43.2943256,walk
10257,474983148,-2.326473,43.289439,walk
10258,474983150,-2.3267442,43.2890295,walk
10259,474983152,-2.3248897,43.2914656,walk
10260,474983153,-2.3255807,43.2915069,walk
10261,474983155,-2.326506,43.291145,walk
10262,474983857,-2.3311098,43.2958959,walk
10263,474983870,-2.3288858,43.2960872,walk
10264,474983880,-2.332464,43.2977035,walk
10265,475008773,-2.3065653,43.297214,walk
10266,475008775,-2.3064853,43.29717,walk
10267,475008812,-2.3024609,43.2939993,walk
10268,476004435,-1.9647478,43.2717704,walk
10269,476004436,-1.9648567,43.2719724,walk
10270,476004438,-1.9649503,43.2721518,walk
10271,476004439,-1.965113,43.2725292,walk
10272,476081039,-1.9759631,43.2652436,walk
10273,476081043,-1.9755597,43.2653499,walk
10274,476081046,-1.9752208,43.2652321,walk
10275,476081709,-1.9742816,43.2663473,walk
10276,476083604,-1.974569,43.2668825,walk
10277,476083606,-1.9747621,43.2665659,walk
10278,476083608,-1.9740583,43.2666883,walk
10279,476083954,-1.974051,43.2677067,walk
10280,476534868,-1.9434565,43.3219588,walk
10281,476534869,-1.9435137,43.3224345,walk
10282,476534870,-1.9447144,43.3234424,walk
10283,476534873,-1.9451026,43.324279,walk
10284,476534876,-1.940254,43.3220933,walk
10285,476567744,-1.9331086,43.3171666,walk
10286,476567746,-1.9324059,43.3170284,walk
10287,476567747,-1.9322716,43.317046,walk
10288,476567754,-1.9320355,43.3167985,walk
10289,476567756,-1.9333212,43.3203771,walk
10290,476567759,-1.9323826,43.3205221,walk
10291,476567762,-1.9310103,43.3205236,walk
10292,476567767,-1.9323069,43.3207032,walk
10293,476567772,-1.9301818,43.3209532,walk
10294,476567773,-1.9300775,43.3208874,walk
10295,476567781,-1.9299448,43.3210187,walk
10296,476567782,-1.9299452,43.3212088,walk
10297,476567783,-1.9374862,43.3196479,walk
10298,477261776,-1.9809884,43.2606309,walk
10299,477261792,-1.981576,43.2618927,walk
10300,477261799,-1.9827383,43.2619105,walk
10301,477261823,-1.9815877,43.2610426,walk
10302,477261827,-1.9805485,43.2618659,walk
10303,477275838,-1.9798944,43.2649126,walk
10304,477275840,-1.9802494,43.2648375,walk
10305,477275845,-1.9812135,43.2640438,walk
10306,477275866,-1.9862125,43.2621391,walk
10307,477275876,-1.9882578,43.2622658,walk
10308,477275897,-1.9935369,43.2612842,walk
10309,477275917,-1.9909819,43.2663856,walk
10310,477275920,-1.9905499,43.2667667,walk
10311,477275926,-1.9899646,43.2678147,walk
10312,477275944,-1.9928209,43.2712037,walk
10313,477275948,-1.9924273,43.2721653,walk
10314,477275953,-1.9913974,43.2741615,walk
10315,477275955,-1.9908477,43.274299,walk
10316,477275957,-1.9907387,43.2748077,walk
10317,477275962,-1.9890428,43.2758898,walk
10318,477275967,-1.9886957,43.2774828,walk
10319,477275968,-1.9936709,43.2613154,walk
10320,477275984,-1.98653,43.2654434,walk
10321,477277619,-1.9850589,43.2768653,walk
10322,478527858,-1.9979577,43.3030714,walk
10323,478527860,-1.9981914,43.3028365,walk
10324,478527863,-1.9990153,43.3025673,walk
10325,478527880,-2.0005792,43.3022085,walk
10326,479273740,-2.0072331,43.3024922,walk
10327,479273745,-2.0052528,43.3009232,walk
10328,479370515,-1.7857325,43.2925682,walk
10329,479370557,-1.7835258,43.2869608,walk
10330,479370589,-1.7856138,43.288523,walk
10331,479370592,-1.7854867,43.2884136,walk
10332,479370686,-1.7826345,43.2860243,walk
10333,479370705,-1.7832175,43.2853471,walk
10334,479370712,-1.7835302,43.2852237,walk
10335,479370723,-1.7831846,43.2850715,walk
