id_int,id,x,y,net_type
122,ES:Euskotren:Quay:25941:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.487442,43.180662,
123,ES:Euskotren:Quay:26561:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.47457,43.184564,
124,ES:Euskotren:Quay:26191:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.465858,43.187065,
125,ES:Euskotren:Quay:26401:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.456818,43.190078,
126,ES:Euskotren:Quay:26242:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.937832,43.320059,
127,ES:Euskotren:Quay:26312:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.929814,43.316674,
128,ES:Euskotren:Quay:26482:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.954765,43.314918,
129,ES:Euskotren:Quay:26082:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.968383,43.310179,
130,ES:Euskotren:Quay:25902:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.975286,43.302049,
131,ES:Euskotren:Quay:25812:_euskotren_trena_ES:Euskotren:Line:38:_euskotren_trena,-1.981479,43.312861,
132,ES:Euskotren:Quay:26361:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.803734,43.336518,
133,ES:Euskotren:Quay:26211:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.000204,43.302646,
134,ES:Euskotren:Quay:26471:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.99439,43.291369,
135,ES:Euskotren:Quay:26511:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.006861,43.278965,
136,ES:Euskotren:Quay:26652:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.899344,43.311197,
137,ES:Euskotren:Quay:26252:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.889402,43.308227,
138,ES:Euskotren:Quay:26122:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.879715,43.30853,
139,ES:Euskotren:Quay:26542:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.857721,43.326705,
140,ES:Euskotren:Quay:26322:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.816976,43.330444,
141,ES:Euskotren:Quay:25892:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.796039,43.341206,
142,ES:Euskotren:Quay:26492:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.786391,43.349479,
143,ES:Euskotren:Quay:26481:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.954765,43.314918,
144,ES:Euskotren:Quay:26081:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.968383,43.310179,
145,ES:Euskotren:Quay:25901:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.975286,43.302049,
146,ES:Euskotren:Quay:25811:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.981479,43.312861,
147,ES:Euskotren:Quay:25902:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.975286,43.302049,
148,ES:Euskotren:Quay:26082:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.968383,43.310179,
149,ES:Euskotren:Quay:26482:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.954765,43.314918,
150,ES:Euskotren:Quay:26242:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.937832,43.320059,
151,ES:Euskotren:Quay:26672:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.917845,43.318176,
152,ES:Euskotren:Quay:26102:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.906913,43.312434,
153,ES:Euskotren:Quay:26121:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.879715,43.30853,
154,ES:Euskotren:Quay:26251:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.889402,43.308227,
155,ES:Euskotren:Quay:26651:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.899344,43.311197,
156,ES:Euskotren:Quay:26101:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.906913,43.312434,
157,ES:Euskotren:Quay:26671:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.917845,43.318176,
158,ES:Euskotren:Quay:26241:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.937832,43.320059,
159,ES:Euskotren:Quay:26512:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.006861,43.278965,
160,ES:Euskotren:Quay:26472:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.99439,43.291369,
161,ES:Euskotren:Quay:26212:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.000204,43.302646,
162,ES:Euskotren:Quay:25812:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.981479,43.312861,
163,ES:Euskotren:Quay:25821:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.782226,43.352453,
164,ES:Euskotren:Quay:26491:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.786391,43.349479,
165,ES:Euskotren:Quay:25891:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.796039,43.341206,
166,ES:Euskotren:Quay:26321:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.816976,43.330444,
167,ES:Euskotren:Quay:26541:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-1.857721,43.326705,
168,ES:Euskotren:Quay:25802:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.020128,43.270648,
169,ES:Euskotren:Quay:26021:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.498825,43.182796,
170,ES:Euskotren:Quay:26221:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.415885,43.213448,
171,ES:Euskotren:Quay:26581:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.408572,43.217761,
172,ES:Euskotren:Quay:26501:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.388089,43.252268,
173,ES:Euskotren:Quay:26331:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.355604,43.293681,
174,ES:Euskotren:Quay:26131:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.270709,43.278379,
175,ES:Euskotren:Quay:26261:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.399686,43.235782,
176,ES:Euskotren:Quay:26531:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.053019,43.268642,
177,ES:Euskotren:Quay:26511:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.006861,43.278965,
178,ES:Euskotren:Quay:26471:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-1.99439,43.291369,
179,ES:Euskotren:Quay:26211:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.000204,43.302646,
180,ES:Euskotren:Quay:26641:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.170854,43.284187,
181,ES:Euskotren:Quay:25841:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.160199,43.283498,
182,ES:Euskotren:Quay:25921:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.125837,43.274229,
183,ES:Euskotren:Quay:26041:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-2.25113,43.291687,
184,ES:Euskotren:Quay:25811:_euskotren_trena_ES:Euskotren:Line:11:_euskotren_trena,-1.981479,43.312861,
185,11400_renfe_operadora_1151111208GL026_renfe_operadora,-2.318462,43.088273,
186,11511_renfe_operadora_1120811511GL026_renfe_operadora,-1.976704,43.317669,
187,11400_renfe_operadora_1151171801GL023_renfe_operadora,-2.318462,43.088273,
188,11400_renfe_operadora_1151178400GL023_renfe_operadora,-2.318462,43.088273,
189,11400_renfe_operadora_1160017000GL023_renfe_operadora,-2.318462,43.088273,
190,11400_renfe_operadora_1160011200GL023_renfe_operadora,-2.318462,43.088273,
191,11600_renfe_operadora_1700011600GL023_renfe_operadora,-1.800192,43.339582,
192,11400_renfe_operadora_1160010600GL023_renfe_operadora,-2.318462,43.088273,
193,11500_renfe_operadora_1700011600GL026_renfe_operadora,-2.085247,43.131936,
194,11400_renfe_operadora_1160017000GL026_renfe_operadora,-2.318462,43.088273,
195,11600_renfe_operadora_1700011600GL026_renfe_operadora,-1.800192,43.339582,
196,11305_renfe_operadora_1160011208VRE_renfe_operadora,-2.334469,43.019887,
197,11600_renfe_operadora_1120011600VRE_renfe_operadora,-1.800192,43.339582,
198,11515_renfe_operadora_1160011200VRE_renfe_operadora,-1.904324,43.318764,
199,11306_renfe_operadora_1160010000VRX_renfe_operadora,-2.329396,43.052263,
200,11600_renfe_operadora_1000011600VRX_renfe_operadora,-1.800192,43.339582,
201,11305_renfe_cercanias_61T0001C1_renfe_cercanias,-2.334469,43.019887,
202,11600_renfe_cercanias_61T0002C1_renfe_cercanias,-1.800192,43.339582,
203,ES:Euskotren:Quay:25801:_euskotren_trena_ES:Euskotren:Line:12:_euskotren_trena,-2.020128,43.270648,
204,448001,-2.4899828,43.1795625,walk
205,448006,-2.4814224,43.1826552,walk
206,451277,-2.425101,43.2049133,walk
207,451289,-2.4381722,43.1927813,walk
208,451290,-2.4387943,43.1924636,walk
209,451291,-2.4223312,43.2086919,walk
210,469501,-2.4516244,43.1911116,walk
211,469503,-2.4512039,43.191805,walk
212,469506,-2.4524942,43.1917959,walk
213,469507,-2.4535263,43.1936272,walk
214,470779,-2.4785822,43.1815674,walk
215,470781,-2.4796027,43.1808253,walk
216,470782,-2.4800936,43.1806539,walk
217,470858,-2.4830594,43.1468368,walk
218,470873,-2.4880007,43.1367685,walk
219,470884,-2.4508474,43.1906654,walk
220,470885,-2.4504057,43.1907362,walk
221,470889,-2.4501119,43.1909423,walk
222,470904,-2.4372414,43.1928229,walk
223,470918,-2.4236653,43.1795553,walk
224,470921,-2.421707,43.1781414,walk
225,470926,-2.4164786,43.1777943,walk
226,470932,-2.4097491,43.1715394,walk
227,470937,-2.4080456,43.1701161,walk
228,470939,-2.4063212,43.1673818,walk
229,470941,-2.405809,43.1671001,walk
230,470945,-2.403173,43.1669232,walk
231,470955,-2.4003844,43.1611798,walk
232,470969,-2.4036673,43.156193,walk
233,471010,-2.4107185,43.14943,walk
234,472691,-2.4514732,43.190127,walk
235,472694,-2.4541429,43.1908031,walk
236,472702,-2.4641177,43.1878379,walk
237,472714,-2.4677061,43.1891434,walk
238,472719,-2.4772648,43.1878778,walk
239,473990,-2.4638081,43.187607,walk
240,505276,-2.4064042,43.2204252,walk
241,505280,-2.4066593,43.2226415,walk
242,505282,-2.4082104,43.2234391,walk
243,505296,-2.4016781,43.2282774,walk
244,505314,-2.4004272,43.2358416,walk
245,505316,-2.3980647,43.2372559,walk
246,505330,-2.3901559,43.2510379,walk
247,505496,-2.3730445,43.2694499,walk
248,505659,-2.3585308,43.2883832,walk
249,505665,-2.3637339,43.290864,walk
250,505711,-2.3761365,43.2855355,walk
251,505745,-2.3773732,43.2929744,walk
252,506120,-2.4628984,43.0757793,walk
253,506130,-2.4710445,43.0722691,walk
254,506131,-2.4714963,43.0716832,walk
255,506133,-2.4716363,43.0714172,walk
256,506141,-2.4775588,43.0645715,walk
257,506160,-2.4913474,43.0583438,walk
258,506184,-2.5023691,43.034602,walk
259,506186,-2.5018717,43.0320646,walk
260,506194,-2.5101644,43.0259631,walk
261,506196,-2.514474,43.0242867,walk
262,506198,-2.5155176,43.0238792,walk
263,506206,-2.5239431,43.0175243,walk
264,506207,-2.524201,43.0168955,walk
265,506208,-2.5250746,43.0159556,walk
266,506219,-2.5369056,43.0132128,walk
267,506221,-2.5413935,43.0140902,walk
268,506222,-2.5415285,43.0140374,walk
269,506606,-2.3696596,43.3060453,walk
270,506607,-2.3707698,43.3064558,walk
271,506614,-2.3739125,43.3075176,walk
272,506622,-2.3781196,43.3072487,walk
273,506628,-2.3872222,43.304367,walk
274,537901,-1.9788669,43.3186839,walk
275,537905,-1.9778871,43.3078932,walk
276,833942,-2.3419114,43.0861249,walk
277,833966,-2.3502186,43.0881344,walk
278,834016,-2.3766516,43.094834,walk
279,834019,-2.3781171,43.0954756,walk
280,834020,-2.3787531,43.0954747,walk
281,834027,-2.3856436,43.1013381,walk
282,834029,-2.3865253,43.1016221,walk
283,834057,-2.4100526,43.1087654,walk
284,834059,-2.4140874,43.1088794,walk
285,834066,-2.4217442,43.1029422,walk
286,836264,-2.3937246,43.3119001,walk
287,836298,-2.3916797,43.3072953,walk
288,836310,-2.3881908,43.3047614,walk
289,836564,-2.3885832,43.30288,walk
290,836581,-2.388145,43.3016838,walk
291,836590,-2.3854102,43.3006225,walk
292,836610,-2.3833778,43.2957345,walk
293,837105,-2.3322708,43.2783895,walk
294,902743,-2.3642033,43.2039787,walk
295,902744,-2.3592975,43.2026483,walk
296,902745,-2.3580683,43.2025259,walk
297,902750,-2.3506568,43.2011009,walk
298,902765,-2.326544,43.1861537,walk
299,902766,-2.3248477,43.1850812,walk
300,902801,-2.3031103,43.172676,walk
301,902802,-2.3034371,43.1730332,walk
302,902811,-2.2904925,43.1743061,walk
303,902818,-2.2785975,43.1765127,walk
304,902820,-2.2766142,43.1776587,walk
305,902821,-2.2734097,43.1792946,walk
306,902824,-2.2709651,43.1806555,walk
307,902825,-2.2713836,43.1806844,walk
308,916343,-2.490249,43.1792382,walk
309,916344,-2.4906186,43.1787448,walk
310,916353,-2.4968833,43.1790775,walk
311,916355,-2.4976703,43.1794113,walk
312,916393,-2.5286219,43.1832273,walk
313,939338,-1.9993081,43.3154938,walk
314,939344,-1.9869607,43.3156114,walk
315,967785,-2.2691119,43.1800987,walk
316,968033,-2.3050528,43.1746543,walk
317,968039,-2.3089959,43.1785692,walk
318,968047,-2.3125135,43.1762647,walk
319,1411212,-1.9828834,43.3171316,walk
320,1411216,-1.9805075,43.3180243,walk
321,1411547,-1.9806349,43.3230192,walk
322,1411635,-1.9765661,43.3216095,walk
323,1411637,-1.9753119,43.3218784,walk
324,1411641,-1.9717078,43.322312,walk
325,5462312,-2.4627929,43.0761575,walk
326,5462457,-2.4729341,43.0921404,walk
327,5462654,-2.4924832,43.0937035,walk
328,5462674,-2.4964829,43.089408,walk
329,5462678,-2.4969265,43.0898064,walk
330,5462720,-2.5041418,43.0949689,walk
331,5462725,-2.5057445,43.0967181,walk
332,5622936,-2.489261,43.1365662,walk
333,6731482,-2.4748005,43.1818677,walk
334,6731487,-2.4734309,43.1822885,walk
335,6731489,-2.4754251,43.1824974,walk
336,6731490,-2.4751776,43.1827517,walk
337,6731491,-2.4759137,43.1827295,walk
338,6731497,-2.4780079,43.1835807,walk
339,6731499,-2.478221,43.1829787,walk
340,6731501,-2.4787714,43.1829163,walk
341,6731504,-2.4790236,43.182913,walk
342,6731505,-2.4787887,43.1830717,walk
343,6731506,-2.4784081,43.1835285,walk
344,6928916,-2.4819658,43.1832148,walk
345,6928918,-2.483911,43.1819609,walk
346,6928923,-2.4873123,43.1802582,walk
347,6928926,-2.4794058,43.1823476,walk
348,6928927,-2.4790209,43.1823986,walk
349,6928929,-2.475293,43.1810671,walk
350,6929224,-2.4808529,43.1840983,walk
351,6929229,-2.4777798,43.1850245,walk
352,6929509,-2.4520036,43.1899018,walk
353,6929511,-2.4535441,43.1897889,walk
354,6929692,-2.4620215,43.1871571,walk
355,6984940,-2.4658666,43.1867323,walk
356,6984942,-2.4666174,43.1859766,walk
357,6984951,-2.4756549,43.1842992,walk
358,6984952,-2.4747539,43.1844224,walk
359,6984953,-2.4731713,43.1848217,walk
360,6986229,-2.4722144,43.1816969,walk
361,6986233,-2.4719926,43.1819785,walk
362,6986235,-2.4731356,43.1833835,walk
363,6986238,-2.4203976,43.2170749,walk
364,6986251,-2.4299695,43.2169245,walk
365,6986262,-2.4387581,43.2159732,walk
366,6986270,-2.4493279,43.2220537,walk
367,7108388,-2.494827,43.0568904,walk
368,7108403,-2.4948357,43.0619672,walk
369,7108406,-2.4954054,43.061735,walk
370,7108411,-2.4961261,43.0615078,walk
371,7108412,-2.4962664,43.0612614,walk
372,7108413,-2.494609,43.0620687,walk
373,7108415,-2.4948008,43.0620939,walk
374,7108729,-2.4717057,43.0717897,walk
375,7108730,-2.4711268,43.0723189,walk
376,7108910,-2.4487909,43.0804103,walk
377,7108924,-2.4414643,43.0879957,walk
378,7109139,-2.4332923,43.0945466,walk
379,7109142,-2.4296434,43.0989812,walk
380,7109144,-2.4294175,43.0990971,walk
381,7109155,-2.4289219,43.1046948,walk
382,7109164,-2.4198631,43.1080154,walk
383,7109385,-2.4170633,43.1190649,walk
384,7109398,-2.4263544,43.1246005,walk
385,7379985,-2.3261869,43.2847736,walk
386,7379986,-2.3273378,43.2848371,walk
387,19856795,-2.3998671,43.2294612,walk
388,19856807,-2.3948753,43.2298735,walk
389,19856817,-2.3967148,43.2282266,walk
390,20116757,-2.5159395,43.1150517,walk
391,20116776,-2.5305785,43.1148497,walk
392,21121070,-2.5055988,43.186687,walk
393,21121085,-2.508766,43.1871121,walk
394,21121106,-2.517016,43.1854383,walk
395,21121126,-2.5292711,43.1887101,walk
396,21121128,-2.5288186,43.1895195,walk
