id,lon,lat,id
448001,-2.4899828,43.1795625,448001
448006,-2.4814224,43.1826552,448006
451277,-2.425101,43.2049133,451277
451289,-2.4381722,43.1927813,451289
451290,-2.4387943,43.1924636,451290
451291,-2.4223312,43.2086919,451291
469501,-2.4516244,43.1911116,469501
469503,-2.4512039,43.191805,469503
469506,-2.4524942,43.1917959,469506
469507,-2.4535263,43.1936272,469507
470779,-2.4785822,43.1815674,470779
470781,-2.4796027,43.1808253,470781
470782,-2.4800936,43.1806539,470782
470858,-2.4830594,43.1468368,470858
470873,-2.4880007,43.1367685,470873
470884,-2.4508474,43.1906654,470884
470885,-2.4504057,43.1907362,470885
470889,-2.4501119,43.1909423,470889
470904,-2.4372414,43.1928229,470904
470918,-2.4236653,43.1795553,470918
470921,-2.421707,43.1781414,470921
470926,-2.4164786,43.1777943,470926
470932,-2.4097491,43.1715394,470932
470937,-2.4080456,43.1701161,470937
470939,-2.4063212,43.1673818,470939
470941,-2.405809,43.1671001,470941
470945,-2.403173,43.1669232,470945
470955,-2.4003844,43.1611798,470955
470969,-2.4036673,43.156193,470969
471010,-2.4107185,43.14943,471010
472691,-2.4514732,43.190127,472691
472694,-2.4541429,43.1908031,472694
472702,-2.4641177,43.1878379,472702
472714,-2.4677061,43.1891434,472714
472719,-2.4772648,43.1878778,472719
473990,-2.4638081,43.187607,473990
505276,-2.4064042,43.2204252,505276
505280,-2.4066593,43.2226415,505280
505282,-2.4082104,43.2234391,505282
505296,-2.4016781,43.2282774,505296
505314,-2.4004272,43.2358416,505314
505316,-2.3980647,43.2372559,505316
505330,-2.3901559,43.2510379,505330
505496,-2.3730445,43.2694499,505496
505659,-2.3585308,43.2883832,505659
505665,-2.3637339,43.290864,505665
505711,-2.3761365,43.2855355,505711
505745,-2.3773732,43.2929744,505745
506120,-2.4628984,43.0757793,506120
506130,-2.4710445,43.0722691,506130
506131,-2.4714963,43.0716832,506131
506133,-2.4716363,43.0714172,506133
506141,-2.4775588,43.0645715,506141
506160,-2.4913474,43.0583438,506160
506184,-2.5023691,43.034602,506184
506186,-2.5018717,43.0320646,506186
506194,-2.5101644,43.0259631,506194
506196,-2.514474,43.0242867,506196
506198,-2.5155176,43.0238792,506198
506206,-2.5239431,43.0175243,506206
506207,-2.524201,43.0168955,506207
506208,-2.5250746,43.0159556,506208
506219,-2.5369056,43.0132128,506219
506221,-2.5413935,43.0140902,506221
506222,-2.5415285,43.0140374,506222
506606,-2.3696596,43.3060453,506606
506607,-2.3707698,43.3064558,506607
506614,-2.3739125,43.3075176,506614
506622,-2.3781196,43.3072487,506622
506628,-2.3872222,43.304367,506628
537901,-1.9788669,43.3186839,537901
537905,-1.9778871,43.3078932,537905
833942,-2.3419114,43.0861249,833942
833966,-2.3502186,43.0881344,833966
834016,-2.3766516,43.094834,834016
834019,-2.3781171,43.0954756,834019
834020,-2.3787531,43.0954747,834020
834027,-2.3856436,43.1013381,834027
834029,-2.3865253,43.1016221,834029
834057,-2.4100526,43.1087654,834057
834059,-2.4140874,43.1088794,834059
834066,-2.4217442,43.1029422,834066
836264,-2.3937246,43.3119001,836264
836298,-2.3916797,43.3072953,836298
836310,-2.3881908,43.3047614,836310
836564,-2.3885832,43.30288,836564
836581,-2.388145,43.3016838,836581
836590,-2.3854102,43.3006225,836590
836610,-2.3833778,43.2957345,836610
837105,-2.3322708,43.2783895,837105
902743,-2.3642033,43.2039787,902743
902744,-2.3592975,43.2026483,902744
902745,-2.3580683,43.2025259,902745
902750,-2.3506568,43.2011009,902750
902765,-2.326544,43.1861537,902765
902766,-2.3248477,43.1850812,902766
902801,-2.3031103,43.172676,902801
902802,-2.3034371,43.1730332,902802
902811,-2.2904925,43.1743061,902811
902818,-2.2785975,43.1765127,902818
902820,-2.2766142,43.1776587,902820
902821,-2.2734097,43.1792946,902821
902824,-2.2709651,43.1806555,902824
902825,-2.2713836,43.1806844,902825
916343,-2.490249,43.1792382,916343
916344,-2.4906186,43.1787448,916344
916353,-2.4968833,43.1790775,916353
916355,-2.4976703,43.1794113,916355
916393,-2.5286219,43.1832273,916393
939338,-1.9993081,43.3154938,939338
939344,-1.9869607,43.3156114,939344
967785,-2.2691119,43.1800987,967785
968033,-2.3050528,43.1746543,968033
968039,-2.3089959,43.1785692,968039
968047,-2.3125135,43.1762647,968047
1411212,-1.9828834,43.3171316,1411212
1411216,-1.9805075,43.3180243,1411216
1411547,-1.9806349,43.3230192,1411547
1411635,-1.9765661,43.3216095,1411635
1411637,-1.9753119,43.3218784,1411637
1411641,-1.9717078,43.322312,1411641
5462312,-2.4627929,43.0761575,5462312
5462457,-2.4729341,43.0921404,5462457
5462654,-2.4924832,43.0937035,5462654
5462674,-2.4964829,43.089408,5462674
5462678,-2.4969265,43.0898064,5462678
5462720,-2.5041418,43.0949689,5462720
5462725,-2.5057445,43.0967181,5462725
5622936,-2.489261,43.1365662,5622936
6731482,-2.4748005,43.1818677,6731482
6731487,-2.4734309,43.1822885,6731487
6731489,-2.4754251,43.1824974,6731489
6731490,-2.4751776,43.1827517,6731490
6731491,-2.4759137,43.1827295,6731491
6731497,-2.4780079,43.1835807,6731497
6731499,-2.478221,43.1829787,6731499
6731501,-2.4787714,43.1829163,6731501
6731504,-2.4790236,43.182913,6731504
6731505,-2.4787887,43.1830717,6731505
6731506,-2.4784081,43.1835285,6731506
6928916,-2.4819658,43.1832148,6928916
6928918,-2.483911,43.1819609,6928918
6928923,-2.4873123,43.1802582,6928923
6928926,-2.4794058,43.1823476,6928926
6928927,-2.4790209,43.1823986,6928927
6928929,-2.475293,43.1810671,6928929
6929224,-2.4808529,43.1840983,6929224
6929229,-2.4777798,43.1850245,6929229
6929509,-2.4520036,43.1899018,6929509
6929511,-2.4535441,43.1897889,6929511
6929692,-2.4620215,43.1871571,6929692
6984940,-2.4658666,43.1867323,6984940
6984942,-2.4666174,43.1859766,6984942
6984951,-2.4756549,43.1842992,6984951
6984952,-2.4747539,43.1844224,6984952
6984953,-2.4731713,43.1848217,6984953
6986229,-2.4722144,43.1816969,6986229
6986233,-2.4719926,43.1819785,6986233
6986235,-2.4731356,43.1833835,6986235
6986238,-2.4203976,43.2170749,6986238
6986251,-2.4299695,43.2169245,6986251
6986262,-2.4387581,43.2159732,6986262
6986270,-2.4493279,43.2220537,6986270
7108388,-2.494827,43.0568904,7108388
7108403,-2.4948357,43.0619672,7108403
7108406,-2.4954054,43.061735,7108406
7108411,-2.4961261,43.0615078,7108411
7108412,-2.4962664,43.0612614,7108412
7108413,-2.494609,43.0620687,7108413
7108415,-2.4948008,43.0620939,7108415
7108729,-2.4717057,43.0717897,7108729
7108730,-2.4711268,43.0723189,7108730
7108910,-2.4487909,43.0804103,7108910
7108924,-2.4414643,43.0879957,7108924
7109139,-2.4332923,43.0945466,7109139
7109142,-2.4296434,43.0989812,7109142
7109144,-2.4294175,43.0990971,7109144
7109155,-2.4289219,43.1046948,7109155
7109164,-2.4198631,43.1080154,7109164
7109385,-2.4170633,43.1190649,7109385
7109398,-2.4263544,43.1246005,7109398
7379985,-2.3261869,43.2847736,7379985
7379986,-2.3273378,43.2848371,7379986
19856795,-2.3998671,43.2294612,19856795
19856807,-2.3948753,43.2298735,19856807
19856817,-2.3967148,43.2282266,19856817
20116757,-2.5159395,43.1150517,20116757
20116776,-2.5305785,43.1148497,20116776
21121070,-2.5055988,43.186687,21121070
21121085,-2.508766,43.1871121,21121085
21121106,-2.517016,43.1854383,21121106
21121126,-2.5292711,43.1887101,21121126
21121128,-2.5288186,43.1895195,21121128
21121133,-2.5301735,43.1898531,21121133
25343071,-2.4473229,43.0687941,25343071
25343080,-2.4448322,43.0619446,25343080
25343081,-2.444339,43.0614169,25343081
25343107,-2.4186327,43.0343893,25343107
25343108,-2.4183992,43.0340029,25343108
25343109,-2.4173119,43.0326408,25343109
25343113,-2.4131719,43.0295512,25343113
25343119,-2.4102769,43.0269064,25343119
25343138,-2.4238045,43.0152065,25343138
25432032,-2.4783477,43.18336,25432032
25432156,-2.4755021,43.183985,25432156
25432158,-2.4753943,43.1839961,25432158
25432160,-2.4749055,43.1840395,25432160
25432161,-2.4746731,43.18409,25432161
25432166,-2.4737311,43.1843468,25432166
25432170,-2.4738649,43.1846175,25432170
25432199,-2.4734716,43.1839382,25432199
25432201,-2.4727835,43.1841406,25432201
25432203,-2.4730316,43.1845819,25432203
25432206,-2.4721559,43.1853443,25432206
25432210,-2.4738325,43.1838709,25432210
25432991,-2.4731086,43.1816104,25432991
25432993,-2.4744142,43.1812125,25432993
25432996,-2.4752534,43.1809744,25432996
25432998,-2.4748508,43.1812296,25432998
25433179,-2.4710223,43.1799061,25433179
25433180,-2.4709326,43.1797824,25433180
25433183,-2.4705052,43.1794775,25433183
25433211,-2.4695077,43.1801009,25433211
25433220,-2.4689402,43.1785861,25433220
25433241,-2.4713349,43.1829965,25433241
25433247,-2.4705221,43.1810447,25433247
25433253,-2.4706586,43.1827694,25433253
25433259,-2.4703222,43.1818538,25433259
25433262,-2.4716638,43.1811596,25433262
25433266,-2.4713887,43.1818559,25433266
25433268,-2.4715587,43.1821668,25433268
25433269,-2.4716362,43.1822141,25433269
25433304,-2.4739766,43.1829215,25433304
25433305,-2.4739196,43.1830266,25433305
25433308,-2.4756039,43.1837064,25433308
25433518,-2.4808409,43.1821379,25433518
25433525,-2.4814418,43.1839976,25433525
25433534,-2.4807328,43.1845618,25433534
25433537,-2.482086,43.1833491,25433537
25433542,-2.4844811,43.1820018,25433542
25433543,-2.4847261,43.1819542,25433543
25433547,-2.4846036,43.1821856,25433547
25433550,-2.483896,43.1825734,25433550
25433551,-2.4836102,43.1826891,25433551
25433557,-2.4824943,43.1835736,25433557
25433565,-2.4824598,43.1843995,25433565
25433568,-2.4832428,43.1844446,25433568
25433569,-2.4833322,43.184364,25433569
25433573,-2.4831067,43.1840023,25433573
25433580,-2.4837871,43.1827639,25433580
25433640,-2.4821782,43.1845386,25433640
25433645,-2.4819864,43.1846611,25433645
25433658,-2.4837801,43.1818201,25433658
25433668,-2.4813854,43.1836923,25433668
25433906,-2.4866226,43.1767552,25433906
25433909,-2.4864598,43.1769644,25433909
25434116,-2.4505254,43.1907861,25434116
25434120,-2.4508611,43.1905639,25434120
25434129,-2.4529167,43.1924571,25434129
25434145,-2.4532848,43.1936996,25434145
25434173,-2.4470095,43.1911203,25434173
25436465,-2.4725576,43.1879595,25436465
25436468,-2.4722554,43.1880024,25436468
25436476,-2.4728447,43.1876389,25436476
25436482,-2.4732538,43.1868622,25436482
25436493,-2.4735013,43.1879922,25436493
25436495,-2.473426,43.1882105,25436495
25436503,-2.4723857,43.1881562,25436503
25436505,-2.4719081,43.1877709,25436505
25436548,-2.4756856,43.1846496,25436548
25436550,-2.4767995,43.1848054,25436550
25436554,-2.4706408,43.1862552,25436554
25436590,-2.4667553,43.1857182,25436590
25436593,-2.467607,43.1856738,25436593
25436594,-2.4682897,43.185751,25436594
25436597,-2.4693969,43.1859099,25436597
25438648,-2.4896625,43.1806013,25438648
25438651,-2.490122,43.1802694,25438651
25438652,-2.4901603,43.1801418,25438652
25438662,-2.487601,43.1806524,25438662
25438663,-2.4870202,43.1808119,25438663
25438664,-2.486516,43.1809843,25438664
25438665,-2.4859799,43.1811949,25438665
25438677,-2.49008,43.1791912,25438677
25438683,-2.4894838,43.1795929,25438683
25438688,-2.4887307,43.1791933,25438688
25438690,-2.4884243,43.1792674,25438690
25438692,-2.4883771,43.1795213,25438692
25438693,-2.4884345,43.1795592,25438693
25438715,-2.488638,43.1764465,25438715
25438817,-2.4904743,43.1793055,25438817
25439366,-2.4980471,43.1784589,25439366
25439378,-2.5002429,43.1775351,25439378
25439588,-2.471973,43.1834013,25439588
25439593,-2.4706078,43.1840797,25439593
25439596,-2.4711817,43.18447,25439596
25439597,-2.4710234,43.1844948,25439597
25439598,-2.4707061,43.1845213,25439598
25439600,-2.470061,43.1845851,25439600
25439602,-2.4705828,43.185149,25439602
25439606,-2.4690368,43.185111,25439606
25439608,-2.468348,43.1850731,25439608
