stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
337,337,SANTA BARBARA BAILARA - HILERRIA,43.26185026836962,-1.9793975991735326,0
4102,4102,IZPIZUA KALEA - ARATZ IKASTETXEA,43.265060104533845,-1.9788634314046127,0
280,280,ELKANO KALEA - ATSEGINDEGI PLAZA,43.267013185308585,-1.9767483756016815,0
338,338,GALARRETA - FRONTOIA,43.27734215990623,-1.9879750029918704,0
339,339,"JAUREGI BAILARA, 67 - LORETOKI",43.27808703277386,-1.994839539330683,0
4872,4872,"JAUREGI BAILARA, 66 - CHILLIDA LEKU",43.277297423282704,-1.9992645315955098,0
340,340,GASOLINERA ERREKALDE,43.27780993940718,-2.0012403129746397,0
341,341,"AVDA. ERREKALDE,21 (DONOSTIA)",43.278668953304646,-2.00475100605656,0
342,342,"AÑORGA HIRIBIDEA, 59 - AÑORGA II",43.285715501437,-1.9991388579819018,0
343,343,AÑORGA HIRIBIDEA - AÑORGA TXIKI II,43.28948506717431,-1.9977334593098715,0
202,202,TOLOSA HIRIBIDEA - AMERIKA PLAZA,43.302278275927534,-2.0036754998067003,0
377,377,TOLOSA HIRIBIDEA - LOREA,43.30502082378884,-2.006343219664006,0
203,203,"TOLOSA HIRIBIDEA, 77 - UNIBERTSITATEAK",43.30718187223431,-2.008416452806431,0
4038,4038,"TOLOSA HIRIBIDEA, 13 - MAGISTERITZA",43.31227500195036,-2.0069895569693665,0
494,494,AVDA. ZUMALAKARREGI FRENTE HOTEL CODINA (DONOSTIA),43.31351475647856,-2.0045894236356148,0
380,380,"ZUMALAKARREGI HIRIBIDEA, 11 - ESKLABAK",43.314930971429334,-2.001779361710048,0
348,348,"SAN MARTIN KALEA, 57",43.31551353831907,-1.9871320656913338,0
297,297,MIRAKONTXA PASEALEKUA-LA PERLA,43.315255121962736,-1.9884558470953095,0
298,298,"ZUMALAKARREGI HIRIBIDEA, 4",43.31510095467928,-2.001653262615529,0
299,299,"AVDA. ZUMALAKARREGI,24 (DONOSTIA)",43.313401685224775,-2.00504752746889,0
346,346,TOLOSA HIRIBIDEA - MAGISTERITZA,43.31129511264319,-2.0092497316713365,0
421,421,"TOLOSA HIRIBIDEA, 70- UNIBERTSITATEA",43.3070494965334,-2.0087268552480144,0
205,205,TOLOSA HIRIBIDEA 138,43.302237983898316,-2.0042186357836123,0
301,301,"CAMINO DE ZUBIBERRI, CASA ORAMIL (DONOSTIA)",43.298894935511406,-2.0008459126188383,0
302,302,AÑORGA HIRIBIDEA - AÑORGA TXIKI I,43.289462268775196,-1.998214565680736,0
303,303,"AÑORGA HIRIBIDEA, 36 - AÑORGA I",43.285300544586065,-2.000082408956055,0
304,304,"ERREKALDE HIRIBIDEA, 21",43.278650732458985,-2.0047266545081777,0
305,305,CHILLIDA LEKU - HERNANIRUNTZ,43.2773004415363,-1.9996095542775052,0
306,306,"JAUREGI BAILARA, 75",43.277826922349185,-1.9918860349389274,0
307,307,GALARRETA - PARKE TEKNOLOGIKOA,43.27697156097649,-1.9867980475984144,0
308,308,"SANTA BARBARA BAILARA, 30",43.26180613193989,-1.9794969035085621,0
309,309,OZTARAN AUZOA,43.25533771367427,-1.9872430700266437,0
310,310,"IDIAZABAL KALEA, 12 - ANBULATEGIA",43.25003093272438,-1.9909649695387464,0
311,311,"IDIAZABAL KALEA, 42 - ERDIGUNEA",43.247265440423995,-1.992882951643583,0
1722,1722,"IDIAZABAL KALEA, 56 - ZELAIALDEA",43.245333977115465,-1.9933951591151813,0
1721,1721,SALESIANOS,43.242448259826276,-1.9949576634824593,0
316,316,ERGOIEN AUZOA - ERRATZU INDUSTRIALGUNEA,43.23809473342184,-1.9975417117704748,0
317,317,"ERGOIEN AUZOA, 20 - XOXOKA",43.23612674471168,-1.9990272287187698,0
318,318,"GUDARIEN HIRIBIDEA, 57",43.229810004303495,-2.003662326458775,0
4124,4124,"GUDARIEN HIRIBIDEA, 47",43.2263652162836,-2.0082622077547314,0
319,319,"GUDARIEN ETOR BIDEA, 35",43.22296348566985,-2.0147447702101666,0
325,325,"AMA KANDIDA HIRIBIDEA, 23 - KALETXIKI",43.222199564519975,-2.0180569307076768,0
321,321,"AMA KANDIDA HIRIBIDEA, 11",43.22315512762473,-2.022388115164575,0
1725,1725,"MIKELETEGI PASEALEKUA, 12",43.28806817119829,-1.9820778285104765,0
349,349,MIRAMON PASEALEKUA -POLIKLINIKA II,43.290551270923764,-1.9798176121033721,0
1781,1781,"BEGIRISTAIN DOKTOREA, 121 - ONKOLOGIKOA",43.29165665127942,-1.9735370691533445,0
350,350,"BEGIRISTAIN DOKTOREA, 115 - OSPITALEA",43.29288894363797,-1.970385246458631,0
351,351,BEGIRISTAIN DOKTOREA - OSPITALEA II,43.29307834114721,-1.970419032491332,0
3940,3940,"BEGIRISTAIN DOKTOREA, 218 - ONKOLOGIKOA",43.29142031278497,-1.9742929821532536,0
3943,3943,MIRAMON PASEALEKUA - POLIKLINIKA I,43.29058970160965,-1.9800881567573823,0
3944,3944,MIKELETEGI - MIRAMON,43.28808617743621,-1.98207752821138,0
