stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type
1094,,Errezilgo Plaza,43.16487584014418,-2.17414548438928,4,0
4245,,Intsausti,43.167780982925606,-2.177427883053133,4,0
4246,,Loidi,43.17027696881149,-2.1953929434189856,4,0
4247,,Bentaberri,43.17436566405939,-2.2057847847028924,4,0
4248,,Irurena,43.178716103260555,-2.2363781627713357,4,0
1107,,Landeta,43.17767429134582,-2.2586982930748905,4,0
1108,,"Artzubia Hiribidea, 35 - Garmendipe",43.1799508842925,-2.2626327847392664,4,0
1055,,Anbulategia,43.181318078928975,-2.2680058033030512,4,0
942,,Zumarragako Ospitalea,43.08336623932049,-2.3133135435324097,5,0
4374,,Izazpe,43.0848478592771,-2.3171300427595627,5,0
1660,,Renfe Geltokia,43.087074224113806,-2.320520779643385,5,0
4380,,Elizalde,43.089165763404786,-2.3133839056906584,5,0
7738,,San Gregorio 4,43.08672915794123,-2.3110031077407696,5,0
4828,,Etxeberri,43.09974828701484,-2.3167064107629955,5,0
6102,,Agiñera Bidegurutzea,43.11146471224206,-2.3229672608146834,5,0
1075,,Aizpurutxo,43.13305586797596,-2.352126620119096,4,0
1073,,Olotzaga,43.165096052288646,-2.330469632510075,4,0
1070,,Azkoitiko Industrialdea,43.172440110251465,-2.322183334127587,4,0
6103,,Altzibar,43.175522688279685,-2.3181382728303537,4,0
1084,,San Martin,43.17611253907443,-2.3128780315359037,4,0
4035,,Munibe,43.17707108647644,-2.3090653819723848,4,0
1085,,Txerloia,43.17346103847364,-2.301785702310136,4,0
1032,,Munategi,43.17423862330689,-2.2905931289216737,4,0
1033,,Loiola,43.17596084164032,-2.27943837967575,4,0
1035,,Sanjuandegi,43.17904052691238,-2.2709245173983286,4,0
1034,,Anbulategia,43.18122709440579,-2.2678592337590198,4,0
1037,,Trenbidearen Museoa,43.1855346447015,-2.261371935788076,4,0
1038,,Danona,43.2080816736744,-2.25434166639119,4,0
1039,,Lasao,43.21919153955796,-2.256828817677876,4,0
1040,,Alberdikoa,43.2254790743633,-2.2585748512380546,4,0
1041,,Bainuetxea,43.2335583714295,-2.256137013324961,4,0
1042,,Zestoa,43.24065973870538,-2.25702363713454,4,0
4806,,"Iraetabidea 10, Iraeta",43.25480945101542,-2.260350371197648,4,0
6105,,Iraetako Geltokia,43.255015760067515,-2.2658177600192744,4,0
1088,,Arroaerreka,43.26373068937756,-2.2712206643611323,4,0
6106,,Arroabea,43.27752906900251,-2.2675313050965498,4,0
6107,,Narrondo,43.284580583331575,-2.2634778822284245,3,0
6108,,Patxita Etxezarreta,43.29414531577033,-2.2554358988923067,3,0
1118,,Zumaiako Geltokia,43.2919296386202,-2.2512101116907877,3,0
2862,,Donostiako Autobus Geltokia,43.31656267706511,-1.9775327241985927,1,0
482,,"Askatasunaren Etorb./avda. De La Libertad, 24",43.319592721609766,-1.98208195072252,1,0
420,,Zumalakarregi Etorb. 14,43.31448127669487,-2.002871896861321,1,0
346,,Tolosa Hiribidea - Magisteritza,43.31129511264319,-2.0092497316713365,1,0
826,,Unibertsitatea,43.30685936153231,-2.0086066454387526,1,0
4039,,Arroabea,43.268515263976845,-2.27171808308517,4,0
1063,,Arroaerreka,43.263272042378524,-2.271312384290934,4,0
1087,,Iraetako Geltokia,43.25510169430832,-2.2665805415922056,4,0
1066,,Iraeta,43.254819171695125,-2.2604611292474934,4,0
1049,,Zestoa,43.23858712458137,-2.2553984445854063,4,0
1050,,Bainuetxea,43.23124021133378,-2.2555248404107475,4,0
1051,,Alberdikoa,43.22690631473094,-2.259271758351783,4,0
1052,,Lasao,43.21711435842538,-2.2572726513543655,4,0
1053,,Danona,43.207912524666966,-2.25463916876129,4,0
1054,,Julian Elorza Etorbidea 3,43.18583181925174,-2.2627711953566885,4,0
1056,,Sanjuandegi,43.17917621388576,-2.271021337298981,4,0
1057,,Loiola,43.176197966781174,-2.2799154359523937,4,0
1058,,Munategi,43.1743287398971,-2.2906043890751264,4,0
1067,,"Julio Urkixo, 40",43.174950118866214,-2.3052875263235117,4,0
1059,,"Julio Urkixo, 7",43.178292516754944,-2.308534835713239,4,0
1068,,San Martin,43.17629239880162,-2.312839103578825,4,0
1083,,Altzibar,43.17534289993554,-2.318189487464686,4,0
1837,,Arroabea,43.26859661236933,-2.271766402358228,4,0
202,,Tolosa Hiribidea - Amerika Plaza,43.302350838099585,-2.0037359600743474,1,0
377,,Tolosa Hiribidea - Lorea,43.30502082378884,-2.006343219664006,1,0
203,,Tolosa Hiribidea 77 - Unibertsitateak,43.30718187223431,-2.008416452806431,1,0
4038,,Tolosa Hiribidea 13 - Magisteritza,43.31227500195036,-2.0069895569693665,1,0
380,,Zumalakarregi Hiribidea 11 - Esklabak,43.31480621889056,-2.0019293829303835,1,0
4780,,Zubieta Plaza,43.31545346451378,-1.9874660197952574,1,0
4877,,"Askatasuna/libertad, 3",43.320399136837835,-1.9796142770090357,1,0
1092,,Artzubia Hiribidea - Garmendipe,43.17991574063968,-2.2627685566294877,4,0
1093,,Landeta,43.17760257851692,-2.258748376582265,4,0
4220,,Irurena,43.17877781655185,-2.236180526194761,4,0
4221,,Bentaberri,43.174278305873905,-2.2048754721196797,4,0
4222,,Loidi,43.170132907387554,-2.195394834603597,4,0
4223,,Intsausti,43.16775344084118,-2.1773544407072105,4,0
7008,,Zumaiako Geltokia,43.291767732210076,-2.251236752090031,3,0
6058,,Patxita Etxezarreta,43.2944867132336,-2.2567014689038176,3,0
1062,,Narrondo,43.28496984071205,-2.265198770795364,3,0
1119,,Arroabea,43.277664284158995,-2.2675543313671795,4,0
1082,,Azkoitiko Industrialdea,43.172504377768426,-2.3223917738795,4,0
1081,,Olotzaga,43.16588510207136,-2.3298951389799023,4,0
1080,,Aizpurutxo,43.132902796397524,-2.352128236000836,4,0
6048,,Agiñera Bidegurutzea,43.11136617513647,-2.3230543820305067,5,0
6062,,Etxeberri,43.09947845455506,-2.3167585647931452,5,0
6049,,Labeaga 14,43.09143818628135,-2.315422690614592,5,0
4376,,Ipiñarrieta/berriki,43.08841621825666,-2.3205673758991647,5,0
945,,Poblado Aparicio,43.078778789311315,-2.326275471207172,5,0
531,,Izazpi,43.08477743799477,-2.317401103761375,5,0
4399,,Rondilla Kalea 34- Gorosabel,43.139234031903634,-2.073489220056077,2,0
1097,,Renfe-jesuitinas,43.13464816152752,-2.077640510302915,2,0
1104,,Benta Haundi,43.126208890299615,-2.0875161854919533,2,0
4236,,Otzarain,43.12420367796819,-2.092401821632906,2,0
4237,,Urreta,43.12511669587574,-2.120527978378892,2,0
4239,,Ugarte,43.128958565730855,-2.1283535148648802,2,0
4240,,Arkatzpe,43.1294394002138,-2.132379216406777,2,0
4241,,Eliza,43.12972711196133,-2.13708388821534,2,0
4242,,Gaiztarro,43.1255486659416,-2.139441515707877,2,0
1100,,Santutxu,43.1219546345716,-2.152559144055599,2,0
1102,,Zelai,43.133847244608305,-2.1595261463742523,2,0
1101,,Toki Alai,43.13732939636249,-2.160388348115507,2,0
1105,,Bidegoiango Plaza,43.14012615133384,-2.1598828122640956,2,0
4243,,Izagirre,43.14565231801224,-2.159511992450858,2,0
4254,,Ostatua,43.15264370400741,-2.161248728451045,4,0
4227,,Ibarguren,43.159693125714035,-2.1610784982386604,4,0
4255,,Egurbide,43.16408184525717,-2.1627775216579543,4,0
4244,,Letea,43.164254731254815,-2.1667238736822414,4,0
1086,,Sebastopol-iraeta,43.253959185125225,-2.259757014116801,4,0
1043,,Aizarnazabal,43.25226428120602,-2.2361620099441564,3,0
4042,,Zubialde,43.260255249381416,-2.2367520701029813,3,0
4044,,Etxabe,43.26582541093381,-2.2348588594639,3,0
1044,,Oikiako Bidegurutzea,43.275200050666804,-2.22829615005074,3,0
1045,,Meagas,43.281203327445255,-2.2094372195590974,3,0
4046,,Monte Albertia,43.283281360782226,-2.1784862486956627,3,0
424,,Torre Luzeako Parkea 2- Erdigunea,43.28666809315569,-2.1748784750922843,3,0
425,,Nafarroa Kalea- Sanzenea,43.28598076396782,-2.169489067861358,3,0
426,,Nafarroa 54-iñurritza,43.285625738897664,-2.1615561333573337,3,0
985,,San Antolin,43.22792583350551,-2.4028173757986067,8,0
987,,Mupen,43.21753270863047,-2.4111555671306792,8,0
900,,Txankakoa,43.21568065959452,-2.4169968056778277,8,0
993,,Azitain,43.18986416640584,-2.4553311385317804,8,0
4316,,Urkizu,43.18692870039944,-2.462962279672899,8,0
1124,,"San Juan Kalea, 07",43.185243672436094,-2.4723907989244056,8,0
1408,,Unibertsitatea,43.18016462742822,-2.4881597303328973,8,0
6027,,"Baldespina Markesa, 14",43.18623101977707,-2.5038850231367684,8,0
1553,,"Bizkaia Etorbidea, 11",43.18572447959832,-2.503359982275987,8,0
6029,,Unibertsitatea,43.178994395446935,-2.4902612366064427,8,0
850,,Unzaga,43.184004081442225,-2.4730536556351326,8,0
999,,Bidebarrieta,43.18563969308463,-2.4645979232309863,8,0
1000,,Azitain,43.189816624484976,-2.454802383116163,8,0
4417,,Urazandi,43.21630284227775,-2.4136420713722306,8,0
6022,,Mupen,43.21736150251147,-2.4111325906397982,8,0
1008,,San Antolin,43.227798425258,-2.4025600235352695,8,0
4315,,Txankakoa,43.21557279753003,-2.417034768198218,8,0
669,,Larrañaga,43.163976443491684,-2.247399185442495,4,0
5319,,Urrestilla,43.157432281963395,-2.245007223568514,4,0
679,,Makibar,43.150859574858345,-2.2383238984511724,4,0
668,,Atzaran-ugasaundi,43.1460651303763,-2.232345284536234,4,0
5062,,Nuarbe,43.13783556872985,-2.233800808241472,4,0
680,,Trintxera,43.13204608979025,-2.2152832904977946,4,0
5057,,Beizama Bildua- Frontoia,43.134072298462385,-2.199703899782903,4,0
4224,,Letea,43.1642651682645,-2.166920552448135,4,0
4225,,Egurbide,43.16412596395354,-2.1626539065243477,4,0
4226,,Ibarguren,43.159715550823606,-2.161680909801806,4,0
4229,,Ostatua,43.15266369471018,-2.161519032187006,4,0
4228,,Izagirre,43.146049930202814,-2.1597033067229896,2,0
1109,,Bidegoiango Plaza,43.14012687355098,-2.1599811739485517,2,0
1110,,Toki Alai,43.13744770891781,-2.160558871971676,2,0
1111,,Zelai,43.133847244608305,-2.1595261463742523,2,0
1112,,Santutxu,43.12164622839715,-2.1522560824539014,2,0
4231,,Gaiztarro,43.1256022263417,-2.1393792972013688,2,0
4232,,Eliza,43.12968200040011,-2.1370722280957333,2,0
4233,,Arkatzpe,43.12939900241156,-2.131801955780568,2,0
4234,,Ugarte,43.1289420564799,-2.128550456491058,2,0
4238,,Urreta,43.125261605980434,-2.1206365434381396,2,0
4235,,Otzarain,43.12408682527381,-2.092428135658689,2,0
1114,,Benta Haundi,43.12612726919188,-2.08744363703587,2,0
1140,,Oria Kalea - Zezen Plaza,43.13330977675107,-2.0769352173818985,2,0
1251,,Nafarroa Hiribidea 1,43.13492220275628,-2.0736649819826347,2,0
937,,Ibaiondo Kalea 1,43.136875753209864,-2.0713853640536564,2,0
2446,,Unzaga Lateral,43.184475534706074,-2.4737510082031684,8,0
422,,Nafarroa-iñurritza,43.28581565019693,-2.162897032627825,3,0
414,,Nafarroa Kalea- Gurutze Gorria,43.28606865179965,-2.169192052616575,3,0
423,,Bixkonde 15- Erdigunea,43.28680545852966,-2.1751970932515086,3,0
1046,,Meagas,43.28129361992188,-2.209473024941928,3,0
1047,,Oikiako Bidegurutzea,43.27504856636607,-2.228532212743362,3,0
4045,,Etxabe,43.26587150110018,-2.235018464870626,3,0
4043,,Zubialde,43.260147614948195,-2.236815017652562,3,0
1048,,Aizarnazabal Plaza,43.25243329654574,-2.2358519215901693,3,0
4040,,Sebastopol-iraeta,43.25426268438443,-2.2593467972792913,4,0
2277,,Santa Ageda,43.12255416319588,-2.182988157137315,4,0
373,,Trintxera,43.13281370098754,-2.2156054404646857,4,0
4883,,Nuarbe,43.13793395369928,-2.2337012115565242,4,0
519,,Atzaran-ugasaundi,43.14589364265467,-2.2322859424484927,4,0
670,,Makibar,43.15069529259478,-2.2379938769184986,4,0
5063,,Urrestilla,43.15732390972328,-2.2449593582538885,4,0
374,,Larrañaga,43.16424038952397,-2.247826490640001,4,0
2278,,Loiola,43.175879430030086,-2.2822445675222225,4,0
